i,j,k,cost,amplitude,lower_bound,upper_bound
A204.1927-01-31,HU204.1927-01-31,0,0.00000,1.05600,0.000,1000000000000
A204.1927-02-28,HU204.1927-02-28,0,0.00000,1.05600,0.000,1000000000000
A204.1927-03-31,HU204.1927-03-31,0,0.00000,1.05600,0.000,1000000000000
A204.1927-04-30,HU204.1927-04-30,0,0.00000,1.05600,0.000,1000000000000
A204.1927-05-31,HU204.1927-05-31,0,0.00000,1.05600,0.000,1000000000000
A204.1927-06-30,HU204.1927-06-30,0,0.00000,1.05600,0.000,1000000000000
A204.1927-07-31,HU204.1927-07-31,0,0.00000,1.05600,0.000,1000000000000
A204.1927-08-31,HU204.1927-08-31,0,0.00000,1.05600,0.000,1000000000000
A204.1927-09-30,HU204.1927-09-30,0,0.00000,1.05600,0.000,1000000000000
INBOUND.1926-10-31,A207.1926-10-31,0,0,1,0.000,0.000
INBOUND.1926-10-31,A207.1926-10-31,1,0,1,0.000,0.000
INBOUND.1926-10-31,A207.1926-10-31,2,0,1,1.794,1.794
INBOUND.1926-11-30,A207.1926-11-30,0,0,1,0.000,0.000
INBOUND.1926-11-30,A207.1926-11-30,1,0,1,0.000,0.000
INBOUND.1926-11-30,A207.1926-11-30,2,0,1,0.575,0.575
INBOUND.1926-12-31,A207.1926-12-31,0,0,1,0.000,0.000
INBOUND.1926-12-31,A207.1926-12-31,1,0,1,0.000,0.000
INBOUND.1926-12-31,A207.1926-12-31,2,0,1,0.168,0.168
INBOUND.1927-01-31,A207.1927-01-31,0,0,1,0.001,0.001
INBOUND.1927-01-31,A207.1927-01-31,1,0,1,0.000,0.000
INBOUND.1927-01-31,A207.1927-01-31,2,0,1,0.128,0.128
INBOUND.1927-02-28,A207.1927-02-28,0,0,1,0.000,0.000
INBOUND.1927-02-28,A207.1927-02-28,1,0,1,0.000,0.000
INBOUND.1927-02-28,A207.1927-02-28,2,0,1,4.044,4.044
INBOUND.1927-03-31,A207.1927-03-31,0,0,1,0.000,0.000
INBOUND.1927-03-31,A207.1927-03-31,1,0,1,10.120,10.120
INBOUND.1927-03-31,A207.1927-03-31,2,0,1,23.232,23.232
INBOUND.1927-04-30,A207.1927-04-30,0,0,1,0.001,0.001
INBOUND.1927-04-30,A207.1927-04-30,1,0,1,10.120,10.120
INBOUND.1927-04-30,A207.1927-04-30,2,0,1,23.232,23.232
INBOUND.1927-05-31,A207.1927-05-31,0,0,1,0.000,0.000
INBOUND.1927-05-31,A207.1927-05-31,1,0,1,10.120,10.120
INBOUND.1927-05-31,A207.1927-05-31,2,0,1,23.232,23.232
INBOUND.1927-06-30,A207.1927-06-30,0,0,1,0.000,0.000
INBOUND.1927-06-30,A207.1927-06-30,1,0,1,10.120,10.120
INBOUND.1927-06-30,A207.1927-06-30,2,0,1,23.232,23.232
INBOUND.1927-07-31,A207.1927-07-31,0,0,1,0.000,0.000
INBOUND.1927-07-31,A207.1927-07-31,1,0,1,10.120,10.120
INBOUND.1927-07-31,A207.1927-07-31,2,0,1,23.232,23.232
INBOUND.1927-08-31,A207.1927-08-31,0,0,1,0.000,0.000
INBOUND.1927-08-31,A207.1927-08-31,1,0,1,10.120,10.120
INBOUND.1927-08-31,A207.1927-08-31,2,0,1,23.232,23.232
INBOUND.1927-09-30,A207.1927-09-30,0,0,1,0.000,0.000
INBOUND.1927-09-30,A207.1927-09-30,1,0,1,0.000,0.000
INBOUND.1927-09-30,A207.1927-09-30,2,0,1,21.567,21.567
A207.1926-10-31,HU207.1926-10-31,0,0.00000,1.00900,0.000,1000000000000
A207.1926-11-30,HU207.1926-11-30,0,0.00000,1.00900,0.000,1000000000000
A207.1926-12-31,HU207.1926-12-31,0,0.00000,1.00900,0.000,1000000000000
A207.1927-01-31,HU207.1927-01-31,0,0.00000,1.00900,0.000,1000000000000
A207.1927-02-28,HU207.1927-02-28,0,0.00000,1.00900,0.000,1000000000000
A207.1927-03-31,HU207.1927-03-31,0,0.00000,1.00900,0.000,1000000000000
A207.1927-04-30,HU207.1927-04-30,0,0.00000,1.00900,0.000,1000000000000
A207.1927-05-31,HU207.1927-05-31,0,0.00000,1.00900,0.000,1000000000000
A207.1927-06-30,HU207.1927-06-30,0,0.00000,1.00900,0.000,1000000000000
A207.1927-07-31,HU207.1927-07-31,0,0.00000,1.00900,0.000,1000000000000
A207.1927-08-31,HU207.1927-08-31,0,0.00000,1.00900,0.000,1000000000000
A207.1927-09-30,HU207.1927-09-30,0,0.00000,1.00900,0.000,1000000000000
C104.1926-10-31,C105.1926-10-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-11-30,C105.1926-11-30,0,0.00000,1.00000,0.000,1000000000000
C104.1926-12-31,C105.1926-12-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-01-31,C105.1927-01-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-02-28,C105.1927-02-28,0,0.00000,1.00000,0.000,1000000000000
C104.1927-03-31,C105.1927-03-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-04-30,C105.1927-04-30,0,0.00000,1.00000,0.000,1000000000000
C104.1927-05-31,C105.1927-05-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-06-30,C105.1927-06-30,0,0.00000,1.00000,0.000,1000000000000
C104.1927-07-31,C105.1927-07-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-08-31,C105.1927-08-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-09-30,C105.1927-09-30,0,0.00000,1.00000,0.000,1000000000000
C104.1926-10-31,D44.1926-10-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-11-30,D44.1926-11-30,0,0.00000,1.00000,0.000,1000000000000
C104.1926-12-31,D44.1926-12-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-01-31,D44.1927-01-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-02-28,D44.1927-02-28,0,0.00000,1.00000,0.000,1000000000000
C104.1927-03-31,D44.1927-03-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-04-30,D44.1927-04-30,0,0.00000,1.00000,0.000,1000000000000
C104.1927-05-31,D44.1927-05-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-06-30,D44.1927-06-30,0,0.00000,1.00000,0.000,1000000000000
C104.1927-07-31,D44.1927-07-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-08-31,D44.1927-08-31,0,0.00000,1.00000,0.000,1000000000000
C104.1927-09-30,D44.1927-09-30,0,0.00000,1.00000,0.000,1000000000000
OUTBOUND.1926-10-31,SINK,0,0,1,0,1000000000000
C105.1926-10-31,OUTBOUND.1926-10-31,0,0,1,0.000,0.000
OUTBOUND.1926-11-30,SINK,0,0,1,0,1000000000000
C105.1926-11-30,OUTBOUND.1926-11-30,0,0,1,0.000,0.000
OUTBOUND.1926-12-31,SINK,0,0,1,0,1000000000000
C105.1926-12-31,OUTBOUND.1926-12-31,0,0,1,0.000,0.000
OUTBOUND.1927-01-31,SINK,0,0,1,0,1000000000000
C105.1927-01-31,OUTBOUND.1927-01-31,0,0,1,0.000,0.000
OUTBOUND.1927-02-28,SINK,0,0,1,0,1000000000000
C105.1927-02-28,OUTBOUND.1927-02-28,0,0,1,0.000,0.000
OUTBOUND.1927-03-31,SINK,0,0,1,0,1000000000000
C105.1927-03-31,OUTBOUND.1927-03-31,0,0,1,0.000,0.000
OUTBOUND.1927-04-30,SINK,0,0,1,0,1000000000000
C105.1927-04-30,OUTBOUND.1927-04-30,0,0,1,0.000,0.000
OUTBOUND.1927-05-31,SINK,0,0,1,0,1000000000000
C105.1927-05-31,OUTBOUND.1927-05-31,0,0,1,0.000,0.000
OUTBOUND.1927-06-30,SINK,0,0,1,0,1000000000000
C105.1927-06-30,OUTBOUND.1927-06-30,0,0,1,0.000,0.000
OUTBOUND.1927-07-31,SINK,0,0,1,0,1000000000000
C105.1927-07-31,OUTBOUND.1927-07-31,0,0,1,0.000,0.000
OUTBOUND.1927-08-31,SINK,0,0,1,0,1000000000000
C105.1927-08-31,OUTBOUND.1927-08-31,0,0,1,0.000,0.000
OUTBOUND.1927-09-30,SINK,0,0,1,0,1000000000000
C105.1927-09-30,OUTBOUND.1927-09-30,0,0,1,0.000,0.000
C105.1926-10-31,WTP204.1926-10-31,0,45.00000,1.00000,0.000,2.500
C105.1926-11-30,WTP204.1926-11-30,0,45.00000,1.00000,0.000,2.400
C105.1926-12-31,WTP204.1926-12-31,0,45.00000,1.00000,0.000,2.500
C105.1927-01-31,WTP204.1927-01-31,0,45.00000,1.00000,0.000,2.500
C105.1927-02-28,WTP204.1927-02-28,0,45.00000,1.00000,0.000,2.200
C105.1927-03-31,WTP204.1927-03-31,0,45.00000,1.00000,0.000,2.500
C105.1927-04-30,WTP204.1927-04-30,0,45.00000,1.00000,0.000,2.400
C105.1927-05-31,WTP204.1927-05-31,0,45.00000,1.00000,0.000,2.500
C105.1927-06-30,WTP204.1927-06-30,0,45.00000,1.00000,0.000,2.400
C105.1927-07-31,WTP204.1927-07-31,0,45.00000,1.00000,0.000,2.500
C105.1927-08-31,WTP204.1927-08-31,0,45.00000,1.00000,0.000,2.500
C105.1927-09-30,WTP204.1927-09-30,0,45.00000,1.00000,0.000,2.400
INBOUND.1926-10-31,C16.1926-10-31,0,0,1,0.000,0.000
C16.1926-10-31,OUTBOUND.1926-10-31,0,0,1,0.000,0.000
INBOUND.1926-11-30,C16.1926-11-30,0,0,1,0.000,0.000
C16.1926-11-30,OUTBOUND.1926-11-30,0,0,1,0.000,0.000
INBOUND.1926-12-31,C16.1926-12-31,0,0,1,12.829,12.829
C16.1926-12-31,OUTBOUND.1926-12-31,0,0,1,0.000,0.000
INBOUND.1927-01-31,C16.1927-01-31,0,0,1,28.531,28.531
C16.1927-01-31,OUTBOUND.1927-01-31,0,0,1,0.000,0.000
INBOUND.1927-02-28,C16.1927-02-28,0,0,1,274.253,274.253
C16.1927-02-28,OUTBOUND.1927-02-28,0,0,1,0.000,0.000
INBOUND.1927-03-31,C16.1927-03-31,0,0,1,68.358,68.358
C16.1927-03-31,OUTBOUND.1927-03-31,0,0,1,0.000,0.000
INBOUND.1927-04-30,C16.1927-04-30,0,0,1,201.500,201.500
C16.1927-04-30,OUTBOUND.1927-04-30,0,0,1,0.000,0.000
INBOUND.1927-05-31,C16.1927-05-31,0,0,1,25.695,25.695
C16.1927-05-31,OUTBOUND.1927-05-31,0,0,1,25.695,25.695
INBOUND.1927-06-30,C16.1927-06-30,0,0,1,38.500,38.500
C16.1927-06-30,OUTBOUND.1927-06-30,0,0,1,38.500,38.500
INBOUND.1927-07-31,C16.1927-07-31,0,0,1,38.500,38.500
C16.1927-07-31,OUTBOUND.1927-07-31,0,0,1,38.500,38.500
INBOUND.1927-08-31,C16.1927-08-31,0,0,1,33.142,33.142
C16.1927-08-31,OUTBOUND.1927-08-31,0,0,1,33.142,33.142
INBOUND.1927-09-30,C16.1927-09-30,0,0,1,0.000,0.000
C16.1927-09-30,OUTBOUND.1927-09-30,0,0,1,0.000,0.000
C16.1926-10-31,C20.1926-10-31,0,0.00000,1.00000,0.000,1000000000000
C16.1926-11-30,C20.1926-11-30,0,0.00000,1.00000,0.000,1000000000000
C16.1926-12-31,C20.1926-12-31,0,0.00000,1.00000,0.000,1000000000000
C16.1927-01-31,C20.1927-01-31,0,0.00000,1.00000,0.000,1000000000000
C16.1927-02-28,C20.1927-02-28,0,0.00000,1.00000,0.000,1000000000000
C16.1927-03-31,C20.1927-03-31,0,0.00000,1.00000,0.000,1000000000000
C16.1927-04-30,C20.1927-04-30,0,0.00000,1.00000,0.000,1000000000000
C16.1927-05-31,C20.1927-05-31,0,0.00000,1.00000,0.000,1000000000000
C16.1927-06-30,C20.1927-06-30,0,0.00000,1.00000,0.000,1000000000000
C16.1927-07-31,C20.1927-07-31,0,0.00000,1.00000,0.000,1000000000000
C16.1927-08-31,C20.1927-08-31,0,0.00000,1.00000,0.000,1000000000000
C16.1927-09-30,C20.1927-09-30,0,0.00000,1.00000,0.000,1000000000000
C173.1926-10-31,OUTBOUND.1926-10-31,0,0,1,0.000,0.000
C173.1926-11-30,OUTBOUND.1926-11-30,0,0,1,0.000,0.000
C173.1926-12-31,OUTBOUND.1926-12-31,0,0,1,0.000,0.000
C173.1927-01-31,OUTBOUND.1927-01-31,0,0,1,0.000,0.000
C173.1927-02-28,OUTBOUND.1927-02-28,0,0,1,0.000,0.000
C173.1927-03-31,OUTBOUND.1927-03-31,0,0,1,0.000,0.000
C173.1927-04-30,OUTBOUND.1927-04-30,0,0,1,0.000,0.000
C173.1927-05-31,OUTBOUND.1927-05-31,0,0,1,0.000,0.000
C173.1927-06-30,OUTBOUND.1927-06-30,0,0,1,0.000,0.000
C173.1927-07-31,OUTBOUND.1927-07-31,0,0,1,0.000,0.000
C173.1927-08-31,OUTBOUND.1927-08-31,0,0,1,0.000,0.000
C173.1927-09-30,OUTBOUND.1927-09-30,0,0,1,0.000,0.000
C173.1926-10-31,HSU207C173.1926-10-31,0,0.00000,1.00000,0.000,6.700
C173.1926-11-30,HSU207C173.1926-11-30,0,0.00000,1.00000,0.000,6.700
C173.1926-12-31,HSU207C173.1926-12-31,0,0.00000,1.00000,0.000,6.700
C173.1927-01-31,HSU207C173.1927-01-31,0,0.00000,1.00000,0.000,6.700
C173.1927-02-28,HSU207C173.1927-02-28,0,0.00000,1.00000,0.000,6.700
C173.1927-03-31,HSU207C173.1927-03-31,0,0.00000,1.00000,0.000,6.700
C173.1927-04-30,HSU207C173.1927-04-30,0,0.00000,1.00000,0.000,6.700
C173.1927-05-31,HSU207C173.1927-05-31,0,0.00000,1.00000,0.000,6.700
C173.1927-06-30,HSU207C173.1927-06-30,0,0.00000,1.00000,0.000,6.700
C173.1927-07-31,HSU207C173.1927-07-31,0,0.00000,1.00000,0.000,6.700
C173.1927-08-31,HSU207C173.1927-08-31,0,0.00000,1.00000,0.000,6.700
C173.1927-09-30,HSU207C173.1927-09-30,0,0.00000,1.00000,0.000,6.700
C173.1926-10-31,WTP207.1926-10-31,0,45.00000,1.00000,0.000,0.000
C173.1926-11-30,WTP207.1926-11-30,0,45.00000,1.00000,0.000,0.000
C173.1926-12-31,WTP207.1926-12-31,0,45.00000,1.00000,0.000,0.000
C173.1927-01-31,WTP207.1927-01-31,0,45.00000,1.00000,0.000,0.000
C173.1927-02-28,WTP207.1927-02-28,0,45.00000,1.00000,0.000,0.000
C173.1927-03-31,WTP207.1927-03-31,0,45.00000,1.00000,0.000,0.000
C173.1927-04-30,WTP207.1927-04-30,0,45.00000,1.00000,0.000,0.000
C173.1927-05-31,WTP207.1927-05-31,0,45.00000,1.00000,0.000,0.000
C173.1927-06-30,WTP207.1927-06-30,0,45.00000,1.00000,0.000,0.000
C173.1927-07-31,WTP207.1927-07-31,0,45.00000,1.00000,0.000,0.000
C173.1927-08-31,WTP207.1927-08-31,0,45.00000,1.00000,0.000,0.000
C173.1927-09-30,WTP207.1927-09-30,0,45.00000,1.00000,0.000,0.000
INBOUND.1926-10-31,C18.1926-10-31,0,0,1,0.000,0.000
INBOUND.1926-10-31,C18.1926-10-31,1,0,1,0.000,0.000
INBOUND.1926-11-30,C18.1926-11-30,0,0,1,21.397,21.397
INBOUND.1926-11-30,C18.1926-11-30,1,0,1,0.003,0.003
INBOUND.1926-12-31,C18.1926-12-31,0,0,1,19.900,19.900
INBOUND.1926-12-31,C18.1926-12-31,1,0,1,0.000,0.000
INBOUND.1927-01-31,C18.1927-01-31,0,0,1,43.564,43.564
INBOUND.1927-01-31,C18.1927-01-31,1,0,1,0.003,0.003
INBOUND.1927-02-28,C18.1927-02-28,0,0,1,28.211,28.211
INBOUND.1927-02-28,C18.1927-02-28,1,0,1,0.084,0.084
INBOUND.1927-03-31,C18.1927-03-31,0,0,1,4.821,4.821
INBOUND.1927-03-31,C18.1927-03-31,1,0,1,0.423,0.423
INBOUND.1927-04-30,C18.1927-04-30,0,0,1,3.153,3.153
INBOUND.1927-04-30,C18.1927-04-30,1,0,1,0.887,0.887
INBOUND.1927-05-31,C18.1927-05-31,0,0,1,2.880,2.880
INBOUND.1927-05-31,C18.1927-05-31,1,0,1,1.065,1.065
INBOUND.1927-06-30,C18.1927-06-30,0,0,1,1.710,1.710
INBOUND.1927-06-30,C18.1927-06-30,1,0,1,1.196,1.196
INBOUND.1927-07-31,C18.1927-07-31,0,0,1,2.403,2.403
INBOUND.1927-07-31,C18.1927-07-31,1,0,1,0.927,0.927
INBOUND.1927-08-31,C18.1927-08-31,0,0,1,3.064,3.064
INBOUND.1927-08-31,C18.1927-08-31,1,0,1,0.353,0.353
INBOUND.1927-09-30,C18.1927-09-30,0,0,1,0.646,0.646
INBOUND.1927-09-30,C18.1927-09-30,1,0,1,0.178,0.178
C18.1926-10-31,C20.1926-10-31,0,0.00000,1.00000,0.000,1000000000000
C18.1926-11-30,C20.1926-11-30,0,0.00000,1.00000,0.000,1000000000000
C18.1926-12-31,C20.1926-12-31,0,0.00000,1.00000,0.000,1000000000000
C18.1927-01-31,C20.1927-01-31,0,0.00000,1.00000,0.000,1000000000000
C18.1927-02-28,C20.1927-02-28,0,0.00000,1.00000,0.000,1000000000000
C18.1927-03-31,C20.1927-03-31,0,0.00000,1.00000,0.000,1000000000000
C18.1927-04-30,C20.1927-04-30,0,0.00000,1.00000,0.000,1000000000000
C18.1927-05-31,C20.1927-05-31,0,0.00000,1.00000,0.000,1000000000000
C18.1927-06-30,C20.1927-06-30,0,0.00000,1.00000,0.000,1000000000000
C18.1927-07-31,C20.1927-07-31,0,0.00000,1.00000,0.000,1000000000000
C18.1927-08-31,C20.1927-08-31,0,0.00000,1.00000,0.000,1000000000000
C18.1927-09-30,C20.1927-09-30,0,0.00000,1.00000,0.000,1000000000000
INBOUND.1926-10-31,C19.1926-10-31,0,0,1,7.390,7.390
C19.1926-10-31,OUTBOUND.1926-10-31,0,0,1,7.390,7.390
INBOUND.1926-11-30,C19.1926-11-30,0,0,1,7.390,7.390
C19.1926-11-30,OUTBOUND.1926-11-30,0,0,1,7.390,7.390
INBOUND.1926-12-31,C19.1926-12-31,0,0,1,7.390,7.390
C19.1926-12-31,OUTBOUND.1926-12-31,0,0,1,7.390,7.390
INBOUND.1927-01-31,C19.1927-01-31,0,0,1,7.390,7.390
C19.1927-01-31,OUTBOUND.1927-01-31,0,0,1,7.390,7.390
INBOUND.1927-02-28,C19.1927-02-28,0,0,1,7.390,7.390
C19.1927-02-28,OUTBOUND.1927-02-28,0,0,1,7.390,7.390
INBOUND.1927-03-31,C19.1927-03-31,0,0,1,7.390,7.390
C19.1927-03-31,OUTBOUND.1927-03-31,0,0,1,7.390,7.390
INBOUND.1927-04-30,C19.1927-04-30,0,0,1,7.390,7.390
C19.1927-04-30,OUTBOUND.1927-04-30,0,0,1,7.390,7.390
INBOUND.1927-05-31,C19.1927-05-31,0,0,1,7.390,7.390
C19.1927-05-31,OUTBOUND.1927-05-31,0,0,1,7.390,7.390
INBOUND.1927-06-30,C19.1927-06-30,0,0,1,26.338,26.338
C19.1927-06-30,OUTBOUND.1927-06-30,0,0,1,26.338,26.338
INBOUND.1927-07-31,C19.1927-07-31,0,0,1,49.598,49.598
C19.1927-07-31,OUTBOUND.1927-07-31,0,0,1,49.598,49.598
INBOUND.1927-08-31,C19.1927-08-31,0,0,1,7.390,7.390
C19.1927-08-31,OUTBOUND.1927-08-31,0,0,1,7.390,7.390
INBOUND.1927-09-30,C19.1927-09-30,0,0,1,7.390,7.390
C19.1927-09-30,OUTBOUND.1927-09-30,0,0,1,7.390,7.390
C19.1926-10-31,C20.1926-10-31,0,0.00000,1.00000,0.000,1000000000000
C19.1926-11-30,C20.1926-11-30,0,0.00000,1.00000,0.000,1000000000000
C19.1926-12-31,C20.1926-12-31,0,0.00000,1.00000,0.000,1000000000000
C19.1927-01-31,C20.1927-01-31,0,0.00000,1.00000,0.000,1000000000000
C19.1927-02-28,C20.1927-02-28,0,0.00000,1.00000,0.000,1000000000000
C19.1927-03-31,C20.1927-03-31,0,0.00000,1.00000,0.000,1000000000000
C19.1927-04-30,C20.1927-04-30,0,0.00000,1.00000,0.000,1000000000000
C19.1927-05-31,C20.1927-05-31,0,0.00000,1.00000,0.000,1000000000000
C19.1927-06-30,C20.1927-06-30,0,0.00000,1.00000,0.000,1000000000000
C19.1927-07-31,C20.1927-07-31,0,0.00000,1.00000,0.000,1000000000000
C19.1927-08-31,C20.1927-08-31,0,0.00000,1.00000,0.000,1000000000000
C19.1927-09-30,C20.1927-09-30,0,0.00000,1.00000,0.000,1000000000000
SINK.1926-10-31,SINK,0,0,1,0,1000000000000
C20.1926-10-31,SINK.1926-10-31,0,0.00000,1.00000,0.000,0.000
SINK.1926-11-30,SINK,0,0,1,0,1000000000000
C20.1926-11-30,SINK.1926-11-30,0,0.00000,1.00000,0.000,0.000
SINK.1926-12-31,SINK,0,0,1,0,1000000000000
C20.1926-12-31,SINK.1926-12-31,0,0.00000,1.00000,0.000,0.000
SINK.1927-01-31,SINK,0,0,1,0,1000000000000
C20.1927-01-31,SINK.1927-01-31,0,0.00000,1.00000,0.000,0.000
SINK.1927-02-28,SINK,0,0,1,0,1000000000000
C20.1927-02-28,SINK.1927-02-28,0,0.00000,1.00000,0.000,0.000
SINK.1927-03-31,SINK,0,0,1,0,1000000000000
C20.1927-03-31,SINK.1927-03-31,0,0.00000,1.00000,0.000,0.000
SINK.1927-04-30,SINK,0,0,1,0,1000000000000
C20.1927-04-30,SINK.1927-04-30,0,0.00000,1.00000,0.000,0.000
SINK.1927-05-31,SINK,0,0,1,0,1000000000000
C20.1927-05-31,SINK.1927-05-31,0,0.00000,1.00000,0.000,0.000
SINK.1927-06-30,SINK,0,0,1,0,1000000000000
C20.1927-06-30,SINK.1927-06-30,0,0.00000,1.00000,0.000,0.000
SINK.1927-07-31,SINK,0,0,1,0,1000000000000
C20.1927-07-31,SINK.1927-07-31,0,0.00000,1.00000,0.000,0.000
SINK.1927-08-31,SINK,0,0,1,0,1000000000000
C20.1927-08-31,SINK.1927-08-31,0,0.00000,1.00000,0.000,0.000
SINK.1927-09-30,SINK,0,0,1,0,1000000000000
C20.1927-09-30,SINK.1927-09-30,0,0.00000,1.00000,0.000,0.000
C20.1926-10-31,D55.1926-10-31,0,0.00000,1.00000,1.178,1.178
C20.1926-11-30,D55.1926-11-30,0,0.00000,1.00000,52.000,52.000
C20.1926-12-31,D55.1926-12-31,0,0.00000,1.00000,101.959,101.959
C20.1927-01-31,D55.1927-01-31,0,0.00000,1.00000,108.491,108.491
C20.1927-02-28,D55.1927-02-28,0,0.00000,1.00000,2484.131,2484.131
C20.1927-03-31,D55.1927-03-31,0,0.00000,1.00000,182.501,182.501
C20.1927-04-30,D55.1927-04-30,0,0.00000,1.00000,229.991,229.991
C20.1927-05-31,D55.1927-05-31,0,0.00000,1.00000,3.344,3.344
C20.1927-06-30,D55.1927-06-30,0,0.00000,1.00000,3.627,3.627
C20.1927-07-31,D55.1927-07-31,0,0.00000,1.00000,2.906,2.906
C20.1927-08-31,D55.1927-08-31,0,0.00000,1.00000,3.330,3.330
C20.1927-09-30,D55.1927-09-30,0,0.00000,1.00000,4.728,4.728
INBOUND.1926-10-31,C67.1926-10-31,0,0,1,489.339,489.339
C67.1926-10-31,OUTBOUND.1926-10-31,0,0,1,19.201,19.201
C67.1926-10-31,OUTBOUND.1926-10-31,1,0,1,0.000,0.000
INBOUND.1926-11-30,C67.1926-11-30,0,0,1,857.948,857.948
C67.1926-11-30,OUTBOUND.1926-11-30,0,0,1,0.000,0.000
C67.1926-11-30,OUTBOUND.1926-11-30,1,0,1,0.000,0.000
INBOUND.1926-12-31,C67.1926-12-31,0,0,1,942.320,942.320
C67.1926-12-31,OUTBOUND.1926-12-31,0,0,1,0.318,0.318
C67.1926-12-31,OUTBOUND.1926-12-31,1,0,1,0.000,0.000
INBOUND.1927-01-31,C67.1927-01-31,0,0,1,2202.910,2202.910
C67.1927-01-31,OUTBOUND.1927-01-31,0,0,1,0.284,0.284
C67.1927-01-31,OUTBOUND.1927-01-31,1,0,1,0.000,0.000
INBOUND.1927-02-28,C67.1927-02-28,0,0,1,3587.861,3587.861
C67.1927-02-28,OUTBOUND.1927-02-28,0,0,1,0.397,0.397
C67.1927-02-28,OUTBOUND.1927-02-28,1,0,1,0.000,0.000
INBOUND.1927-03-31,C67.1927-03-31,0,0,1,2537.090,2537.090
C67.1927-03-31,OUTBOUND.1927-03-31,0,0,1,14.860,14.860
C67.1927-03-31,OUTBOUND.1927-03-31,1,0,1,0.000,0.000
INBOUND.1927-04-30,C67.1927-04-30,0,0,1,2262.683,2262.683
C67.1927-04-30,OUTBOUND.1927-04-30,0,0,1,34.000,34.000
C67.1927-04-30,OUTBOUND.1927-04-30,1,0,1,0.000,0.000
INBOUND.1927-05-31,C67.1927-05-31,0,0,1,1151.338,1151.338
