i,j,k,cost,amplitude,lower_bound,upper_bound
INBOUND.1925-11-30,A207.1925-11-30,0,0,1,0.000,0.000
INBOUND.1925-11-30,A207.1925-11-30,1,0,1,0.000,0.000
INBOUND.1925-11-30,A207.1925-11-30,2,0,1,0.575,0.575
INBOUND.1925-12-31,A207.1925-12-31,0,0,1,0.000,0.000
INBOUND.1925-12-31,A207.1925-12-31,1,0,1,0.000,0.000
INBOUND.1925-12-31,A207.1925-12-31,2,0,1,0.168,0.168
INBOUND.1926-01-31,A207.1926-01-31,0,0,1,0.001,0.001
INBOUND.1926-01-31,A207.1926-01-31,1,0,1,0.000,0.000
INBOUND.1926-01-31,A207.1926-01-31,2,0,1,0.128,0.128
INBOUND.1926-02-28,A207.1926-02-28,0,0,1,0.000,0.000
INBOUND.1926-02-28,A207.1926-02-28,1,0,1,0.000,0.000
INBOUND.1926-02-28,A207.1926-02-28,2,0,1,4.044,4.044
INBOUND.1926-03-31,A207.1926-03-31,0,0,1,0.000,0.000
INBOUND.1926-03-31,A207.1926-03-31,1,0,1,10.120,10.120
INBOUND.1926-03-31,A207.1926-03-31,2,0,1,23.232,23.232
INBOUND.1926-04-30,A207.1926-04-30,0,0,1,0.001,0.001
INBOUND.1926-04-30,A207.1926-04-30,1,0,1,10.120,10.120
INBOUND.1926-04-30,A207.1926-04-30,2,0,1,23.232,23.232
INBOUND.1926-05-31,A207.1926-05-31,0,0,1,0.000,0.000
INBOUND.1926-05-31,A207.1926-05-31,1,0,1,10.120,10.120
INBOUND.1926-05-31,A207.1926-05-31,2,0,1,23.232,23.232
INBOUND.1926-06-30,A207.1926-06-30,0,0,1,0.000,0.000
INBOUND.1926-06-30,A207.1926-06-30,1,0,1,10.120,10.120
INBOUND.1926-06-30,A207.1926-06-30,2,0,1,23.232,23.232
INBOUND.1926-07-31,A207.1926-07-31,0,0,1,0.000,0.000
INBOUND.1926-07-31,A207.1926-07-31,1,0,1,10.120,10.120
INBOUND.1926-07-31,A207.1926-07-31,2,0,1,23.232,23.232
INBOUND.1926-08-31,A207.1926-08-31,0,0,1,0.000,0.000
INBOUND.1926-08-31,A207.1926-08-31,1,0,1,10.120,10.120
INBOUND.1926-08-31,A207.1926-08-31,2,0,1,23.232,23.232
INBOUND.1926-09-30,A207.1926-09-30,0,0,1,0.000,0.000
INBOUND.1926-09-30,A207.1926-09-30,1,0,1,0.000,0.000
INBOUND.1926-09-30,A207.1926-09-30,2,0,1,21.567,21.567
A207.1925-10-31,HU207.1925-10-31,0,0.00000,1.00900,0.000,1000000000000
A207.1925-11-30,HU207.1925-11-30,0,0.00000,1.00900,0.000,1000000000000
A207.1925-12-31,HU207.1925-12-31,0,0.00000,1.00900,0.000,1000000000000
A207.1926-01-31,HU207.1926-01-31,0,0.00000,1.00900,0.000,1000000000000
A207.1926-02-28,HU207.1926-02-28,0,0.00000,1.00900,0.000,1000000000000
A207.1926-03-31,HU207.1926-03-31,0,0.00000,1.00900,0.000,1000000000000
A207.1926-04-30,HU207.1926-04-30,0,0.00000,1.00900,0.000,1000000000000
A207.1926-05-31,HU207.1926-05-31,0,0.00000,1.00900,0.000,1000000000000
A207.1926-06-30,HU207.1926-06-30,0,0.00000,1.00900,0.000,1000000000000
A207.1926-07-31,HU207.1926-07-31,0,0.00000,1.00900,0.000,1000000000000
A207.1926-08-31,HU207.1926-08-31,0,0.00000,1.00900,0.000,1000000000000
A207.1926-09-30,HU207.1926-09-30,0,0.00000,1.00900,0.000,1000000000000
C104.1925-10-31,C105.1925-10-31,0,0.00000,1.00000,0.000,1000000000000
C104.1925-11-30,C105.1925-11-30,0,0.00000,1.00000,0.000,1000000000000
C104.1925-12-31,C105.1925-12-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-01-31,C105.1926-01-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-02-28,C105.1926-02-28,0,0.00000,1.00000,0.000,1000000000000
C104.1926-03-31,C105.1926-03-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-04-30,C105.1926-04-30,0,0.00000,1.00000,0.000,1000000000000
C104.1926-05-31,C105.1926-05-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-06-30,C105.1926-06-30,0,0.00000,1.00000,0.000,1000000000000
C104.1926-07-31,C105.1926-07-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-08-31,C105.1926-08-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-09-30,C105.1926-09-30,0,0.00000,1.00000,0.000,1000000000000
C104.1925-10-31,D44.1925-10-31,0,0.00000,1.00000,0.000,1000000000000
C104.1925-11-30,D44.1925-11-30,0,0.00000,1.00000,0.000,1000000000000
C104.1925-12-31,D44.1925-12-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-01-31,D44.1926-01-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-02-28,D44.1926-02-28,0,0.00000,1.00000,0.000,1000000000000
C104.1926-03-31,D44.1926-03-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-04-30,D44.1926-04-30,0,0.00000,1.00000,0.000,1000000000000
C104.1926-05-31,D44.1926-05-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-06-30,D44.1926-06-30,0,0.00000,1.00000,0.000,1000000000000
C104.1926-07-31,D44.1926-07-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-08-31,D44.1926-08-31,0,0.00000,1.00000,0.000,1000000000000
C104.1926-09-30,D44.1926-09-30,0,0.00000,1.00000,0.000,1000000000000
OUTBOUND.1925-10-31,SINK,0,0,1,0,1000000000000
C105.1925-10-31,OUTBOUND.1925-10-31,0,0,1,0.000,0.000
OUTBOUND.1925-11-30,SINK,0,0,1,0,1000000000000
C105.1925-11-30,OUTBOUND.1925-11-30,0,0,1,0.000,0.000
OUTBOUND.1925-12-31,SINK,0,0,1,0,1000000000000
C105.1925-12-31,OUTBOUND.1925-12-31,0,0,1,0.000,0.000
OUTBOUND.1926-01-31,SINK,0,0,1,0,1000000000000
C105.1926-01-31,OUTBOUND.1926-01-31,0,0,1,0.000,0.000
OUTBOUND.1926-02-28,SINK,0,0,1,0,1000000000000
C105.1926-02-28,OUTBOUND.1926-02-28,0,0,1,0.000,0.000
OUTBOUND.1926-03-31,SINK,0,0,1,0,1000000000000
C105.1926-03-31,OUTBOUND.1926-03-31,0,0,1,0.000,0.000
OUTBOUND.1926-04-30,SINK,0,0,1,0,1000000000000
C105.1926-04-30,OUTBOUND.1926-04-30,0,0,1,0.000,0.000
OUTBOUND.1926-05-31,SINK,0,0,1,0,1000000000000
C105.1926-05-31,OUTBOUND.1926-05-31,0,0,1,0.000,0.000
OUTBOUND.1926-06-30,SINK,0,0,1,0,1000000000000
C105.1926-06-30,OUTBOUND.1926-06-30,0,0,1,0.000,0.000
OUTBOUND.1926-07-31,SINK,0,0,1,0,1000000000000
C105.1926-07-31,OUTBOUND.1926-07-31,0,0,1,0.000,0.000
OUTBOUND.1926-08-31,SINK,0,0,1,0,1000000000000
C105.1926-08-31,OUTBOUND.1926-08-31,0,0,1,0.000,0.000
OUTBOUND.1926-09-30,SINK,0,0,1,0,1000000000000
C105.1926-09-30,OUTBOUND.1926-09-30,0,0,1,0.000,0.000
C105.1925-10-31,WTP204.1925-10-31,0,45.00000,1.00000,0.000,2.500
C105.1925-11-30,WTP204.1925-11-30,0,45.00000,1.00000,0.000,2.400
C105.1925-12-31,WTP204.1925-12-31,0,45.00000,1.00000,0.000,2.500
C105.1926-01-31,WTP204.1926-01-31,0,45.00000,1.00000,0.000,2.500
C105.1926-02-28,WTP204.1926-02-28,0,45.00000,1.00000,0.000,2.200
C105.1926-03-31,WTP204.1926-03-31,0,45.00000,1.00000,0.000,2.500
C105.1926-04-30,WTP204.1926-04-30,0,45.00000,1.00000,0.000,2.400
C105.1926-05-31,WTP204.1926-05-31,0,45.00000,1.00000,0.000,2.500
C105.1926-06-30,WTP204.1926-06-30,0,45.00000,1.00000,0.000,2.400
C105.1926-07-31,WTP204.1926-07-31,0,45.00000,1.00000,0.000,2.500
C105.1926-08-31,WTP204.1926-08-31,0,45.00000,1.00000,0.000,2.500
C105.1926-09-30,WTP204.1926-09-30,0,45.00000,1.00000,0.000,2.400
INBOUND.1925-10-31,C16.1925-10-31,0,0,1,0.000,0.000
C16.1925-10-31,OUTBOUND.1925-10-31,0,0,1,0.000,0.000
INBOUND.1925-11-30,C16.1925-11-30,0,0,1,0.000,0.000
C16.1925-11-30,OUTBOUND.1925-11-30,0,0,1,0.000,0.000
INBOUND.1925-12-31,C16.1925-12-31,0,0,1,0.000,0.000
C16.1925-12-31,OUTBOUND.1925-12-31,0,0,1,0.000,0.000
INBOUND.1926-01-31,C16.1926-01-31,0,0,1,0.000,0.000
C16.1926-01-31,OUTBOUND.1926-01-31,0,0,1,0.000,0.000
INBOUND.1926-02-28,C16.1926-02-28,0,0,1,135.701,135.701
C16.1926-02-28,OUTBOUND.1926-02-28,0,0,1,0.000,0.000
INBOUND.1926-03-31,C16.1926-03-31,0,0,1,0.000,0.000
C16.1926-03-31,OUTBOUND.1926-03-31,0,0,1,0.000,0.000
INBOUND.1926-04-30,C16.1926-04-30,0,0,1,46.863,46.863
C16.1926-04-30,OUTBOUND.1926-04-30,0,0,1,0.000,0.000
INBOUND.1926-05-31,C16.1926-05-31,0,0,1,0.000,0.000
C16.1926-05-31,OUTBOUND.1926-05-31,0,0,1,0.000,0.000
INBOUND.1926-06-30,C16.1926-06-30,0,0,1,14.548,14.548
C16.1926-06-30,OUTBOUND.1926-06-30,0,0,1,14.548,14.548
INBOUND.1926-07-31,C16.1926-07-31,0,0,1,37.808,37.808
C16.1926-07-31,OUTBOUND.1926-07-31,0,0,1,37.808,37.808
INBOUND.1926-08-31,C16.1926-08-31,0,0,1,0.000,0.000
C16.1926-08-31,OUTBOUND.1926-08-31,0,0,1,0.000,0.000
INBOUND.1926-09-30,C16.1926-09-30,0,0,1,0.000,0.000
C16.1926-09-30,OUTBOUND.1926-09-30,0,0,1,0.000,0.000
C16.1925-10-31,C20.1925-10-31,0,0.00000,1.00000,0.000,1000000000000
C16.1925-11-30,C20.1925-11-30,0,0.00000,1.00000,0.000,1000000000000
C16.1925-12-31,C20.1925-12-31,0,0.00000,1.00000,0.000,1000000000000
C16.1926-01-31,C20.1926-01-31,0,0.00000,1.00000,0.000,1000000000000
C16.1926-02-28,C20.1926-02-28,0,0.00000,1.00000,0.000,1000000000000
C16.1926-03-31,C20.1926-03-31,0,0.00000,1.00000,0.000,1000000000000
C16.1926-04-30,C20.1926-04-30,0,0.00000,1.00000,0.000,1000000000000
C16.1926-05-31,C20.1926-05-31,0,0.00000,1.00000,0.000,1000000000000
C16.1926-06-30,C20.1926-06-30,0,0.00000,1.00000,0.000,1000000000000
C16.1926-07-31,C20.1926-07-31,0,0.00000,1.00000,0.000,1000000000000
C16.1926-08-31,C20.1926-08-31,0,0.00000,1.00000,0.000,1000000000000
C16.1926-09-30,C20.1926-09-30,0,0.00000,1.00000,0.000,1000000000000
C173.1925-10-31,OUTBOUND.1925-10-31,0,0,1,0.000,0.000
C173.1925-11-30,OUTBOUND.1925-11-30,0,0,1,0.000,0.000
C173.1925-12-31,OUTBOUND.1925-12-31,0,0,1,0.000,0.000
C173.1926-01-31,OUTBOUND.1926-01-31,0,0,1,0.000,0.000
C173.1926-02-28,OUTBOUND.1926-02-28,0,0,1,0.000,0.000
C173.1926-03-31,OUTBOUND.1926-03-31,0,0,1,0.000,0.000
C173.1926-04-30,OUTBOUND.1926-04-30,0,0,1,0.000,0.000
C173.1926-05-31,OUTBOUND.1926-05-31,0,0,1,0.000,0.000
C173.1926-06-30,OUTBOUND.1926-06-30,0,0,1,0.000,0.000
C173.1926-07-31,OUTBOUND.1926-07-31,0,0,1,0.000,0.000
C173.1926-08-31,OUTBOUND.1926-08-31,0,0,1,0.000,0.000
C173.1926-09-30,OUTBOUND.1926-09-30,0,0,1,0.000,0.000
C173.1925-10-31,HSU207C173.1925-10-31,0,0.00000,1.00000,0.000,6.700
C173.1925-11-30,HSU207C173.1925-11-30,0,0.00000,1.00000,0.000,6.700
C173.1925-12-31,HSU207C173.1925-12-31,0,0.00000,1.00000,0.000,6.700
C173.1926-01-31,HSU207C173.1926-01-31,0,0.00000,1.00000,0.000,6.700
C173.1926-02-28,HSU207C173.1926-02-28,0,0.00000,1.00000,0.000,6.700
C173.1926-03-31,HSU207C173.1926-03-31,0,0.00000,1.00000,0.000,6.700
C173.1926-04-30,HSU207C173.1926-04-30,0,0.00000,1.00000,0.000,6.700
C173.1926-05-31,HSU207C173.1926-05-31,0,0.00000,1.00000,0.000,6.700
C173.1926-06-30,HSU207C173.1926-06-30,0,0.00000,1.00000,0.000,6.700
C173.1926-07-31,HSU207C173.1926-07-31,0,0.00000,1.00000,0.000,6.700
C173.1926-08-31,HSU207C173.1926-08-31,0,0.00000,1.00000,0.000,6.700
C173.1926-09-30,HSU207C173.1926-09-30,0,0.00000,1.00000,0.000,6.700
C173.1925-10-31,WTP207.1925-10-31,0,45.00000,1.00000,0.000,0.000
C173.1925-11-30,WTP207.1925-11-30,0,45.00000,1.00000,0.000,0.000
C173.1925-12-31,WTP207.1925-12-31,0,45.00000,1.00000,0.000,0.000
C173.1926-01-31,WTP207.1926-01-31,0,45.00000,1.00000,0.000,0.000
C173.1926-02-28,WTP207.1926-02-28,0,45.00000,1.00000,0.000,0.000
C173.1926-03-31,WTP207.1926-03-31,0,45.00000,1.00000,0.000,0.000
C173.1926-04-30,WTP207.1926-04-30,0,45.00000,1.00000,0.000,0.000
C173.1926-05-31,WTP207.1926-05-31,0,45.00000,1.00000,0.000,0.000
C173.1926-06-30,WTP207.1926-06-30,0,45.00000,1.00000,0.000,0.000
C173.1926-07-31,WTP207.1926-07-31,0,45.00000,1.00000,0.000,0.000
C173.1926-08-31,WTP207.1926-08-31,0,45.00000,1.00000,0.000,0.000
C173.1926-09-30,WTP207.1926-09-30,0,45.00000,1.00000,0.000,0.000
INBOUND.1925-10-31,C18.1925-10-31,0,0,1,0.000,0.000
INBOUND.1925-10-31,C18.1925-10-31,1,0,1,0.000,0.000
INBOUND.1925-11-30,C18.1925-11-30,0,0,1,21.397,21.397
INBOUND.1925-11-30,C18.1925-11-30,1,0,1,0.003,0.003
INBOUND.1925-12-31,C18.1925-12-31,0,0,1,19.900,19.900
INBOUND.1925-12-31,C18.1925-12-31,1,0,1,0.000,0.000
INBOUND.1926-01-31,C18.1926-01-31,0,0,1,43.564,43.564
INBOUND.1926-01-31,C18.1926-01-31,1,0,1,0.003,0.003
INBOUND.1926-02-28,C18.1926-02-28,0,0,1,28.211,28.211
INBOUND.1926-02-28,C18.1926-02-28,1,0,1,0.084,0.084
INBOUND.1926-03-31,C18.1926-03-31,0,0,1,4.821,4.821
INBOUND.1926-03-31,C18.1926-03-31,1,0,1,0.423,0.423
INBOUND.1926-04-30,C18.1926-04-30,0,0,1,3.153,3.153
INBOUND.1926-04-30,C18.1926-04-30,1,0,1,0.887,0.887
INBOUND.1926-05-31,C18.1926-05-31,0,0,1,2.880,2.880
INBOUND.1926-05-31,C18.1926-05-31,1,0,1,1.065,1.065
INBOUND.1926-06-30,C18.1926-06-30,0,0,1,1.710,1.710
INBOUND.1926-06-30,C18.1926-06-30,1,0,1,1.196,1.196
INBOUND.1926-07-31,C18.1926-07-31,0,0,1,2.403,2.403
INBOUND.1926-07-31,C18.1926-07-31,1,0,1,0.927,0.927
INBOUND.1926-08-31,C18.1926-08-31,0,0,1,3.064,3.064
INBOUND.1926-08-31,C18.1926-08-31,1,0,1,0.353,0.353
INBOUND.1926-09-30,C18.1926-09-30,0,0,1,0.646,0.646
INBOUND.1926-09-30,C18.1926-09-30,1,0,1,0.178,0.178
C18.1925-10-31,C20.1925-10-31,0,0.00000,1.00000,0.000,1000000000000
C18.1925-11-30,C20.1925-11-30,0,0.00000,1.00000,0.000,1000000000000
C18.1925-12-31,C20.1925-12-31,0,0.00000,1.00000,0.000,1000000000000
C18.1926-01-31,C20.1926-01-31,0,0.00000,1.00000,0.000,1000000000000
C18.1926-02-28,C20.1926-02-28,0,0.00000,1.00000,0.000,1000000000000
C18.1926-03-31,C20.1926-03-31,0,0.00000,1.00000,0.000,1000000000000
C18.1926-04-30,C20.1926-04-30,0,0.00000,1.00000,0.000,1000000000000
C18.1926-05-31,C20.1926-05-31,0,0.00000,1.00000,0.000,1000000000000
C18.1926-06-30,C20.1926-06-30,0,0.00000,1.00000,0.000,1000000000000
C18.1926-07-31,C20.1926-07-31,0,0.00000,1.00000,0.000,1000000000000
C18.1926-08-31,C20.1926-08-31,0,0.00000,1.00000,0.000,1000000000000
C18.1926-09-30,C20.1926-09-30,0,0.00000,1.00000,0.000,1000000000000
INBOUND.1925-10-31,C19.1925-10-31,0,0,1,7.390,7.390
C19.1925-10-31,OUTBOUND.1925-10-31,0,0,1,7.390,7.390
INBOUND.1925-11-30,C19.1925-11-30,0,0,1,7.390,7.390
C19.1925-11-30,OUTBOUND.1925-11-30,0,0,1,7.390,7.390
INBOUND.1925-12-31,C19.1925-12-31,0,0,1,7.390,7.390
C19.1925-12-31,OUTBOUND.1925-12-31,0,0,1,7.390,7.390
INBOUND.1926-01-31,C19.1926-01-31,0,0,1,7.390,7.390
C19.1926-01-31,OUTBOUND.1926-01-31,0,0,1,7.390,7.390
INBOUND.1926-02-28,C19.1926-02-28,0,0,1,32.943,32.943
C19.1926-02-28,OUTBOUND.1926-02-28,0,0,1,7.390,7.390
INBOUND.1926-03-31,C19.1926-03-31,0,0,1,7.390,7.390
C19.1926-03-31,OUTBOUND.1926-03-31,0,0,1,7.390,7.390
INBOUND.1926-04-30,C19.1926-04-30,0,0,1,127.964,127.964
C19.1926-04-30,OUTBOUND.1926-04-30,0,0,1,7.390,7.390
INBOUND.1926-05-31,C19.1926-05-31,0,0,1,33.085,33.085
C19.1926-05-31,OUTBOUND.1926-05-31,0,0,1,33.085,33.085
INBOUND.1926-06-30,C19.1926-06-30,0,0,1,50.290,50.290
C19.1926-06-30,OUTBOUND.1926-06-30,0,0,1,50.290,50.290
INBOUND.1926-07-31,C19.1926-07-31,0,0,1,50.290,50.290
C19.1926-07-31,OUTBOUND.1926-07-31,0,0,1,50.290,50.290
INBOUND.1926-08-31,C19.1926-08-31,0,0,1,40.532,40.532
C19.1926-08-31,OUTBOUND.1926-08-31,0,0,1,40.532,40.532
INBOUND.1926-09-30,C19.1926-09-30,0,0,1,7.390,7.390
C19.1926-09-30,OUTBOUND.1926-09-30,0,0,1,7.390,7.390
C19.1925-10-31,C20.1925-10-31,0,0.00000,1.00000,0.000,1000000000000
C19.1925-11-30,C20.1925-11-30,0,0.00000,1.00000,0.000,1000000000000
C19.1925-12-31,C20.1925-12-31,0,0.00000,1.00000,0.000,1000000000000
C19.1926-01-31,C20.1926-01-31,0,0.00000,1.00000,0.000,1000000000000
C19.1926-02-28,C20.1926-02-28,0,0.00000,1.00000,0.000,1000000000000
C19.1926-03-31,C20.1926-03-31,0,0.00000,1.00000,0.000,1000000000000
C19.1926-04-30,C20.1926-04-30,0,0.00000,1.00000,0.000,1000000000000
C19.1926-05-31,C20.1926-05-31,0,0.00000,1.00000,0.000,1000000000000
C19.1926-06-30,C20.1926-06-30,0,0.00000,1.00000,0.000,1000000000000
C19.1926-07-31,C20.1926-07-31,0,0.00000,1.00000,0.000,1000000000000
C19.1926-08-31,C20.1926-08-31,0,0.00000,1.00000,0.000,1000000000000
C19.1926-09-30,C20.1926-09-30,0,0.00000,1.00000,0.000,1000000000000
SINK.1925-10-31,SINK,0,0,1,0,1000000000000
C20.1925-10-31,SINK.1925-10-31,0,0.00000,1.00000,0.000,0.000
SINK.1925-11-30,SINK,0,0,1,0,1000000000000
C20.1925-11-30,SINK.1925-11-30,0,0.00000,1.00000,0.000,0.000
SINK.1925-12-31,SINK,0,0,1,0,1000000000000
C20.1925-12-31,SINK.1925-12-31,0,0.00000,1.00000,0.000,0.000
SINK.1926-01-31,SINK,0,0,1,0,1000000000000
C20.1926-01-31,SINK.1926-01-31,0,0.00000,1.00000,0.000,0.000
SINK.1926-02-28,SINK,0,0,1,0,1000000000000
C20.1926-02-28,SINK.1926-02-28,0,0.00000,1.00000,0.000,0.000
SINK.1926-03-31,SINK,0,0,1,0,1000000000000
C20.1926-03-31,SINK.1926-03-31,0,0.00000,1.00000,0.000,0.000
SINK.1926-04-30,SINK,0,0,1,0,1000000000000
C20.1926-04-30,SINK.1926-04-30,0,0.00000,1.00000,0.000,0.000
SINK.1926-05-31,SINK,0,0,1,0,1000000000000
C20.1926-05-31,SINK.1926-05-31,0,0.00000,1.00000,0.000,0.000
SINK.1926-06-30,SINK,0,0,1,0,1000000000000
C20.1926-06-30,SINK.1926-06-30,0,0.00000,1.00000,0.000,0.000
SINK.1926-07-31,SINK,0,0,1,0,1000000000000
C20.1926-07-31,SINK.1926-07-31,0,0.00000,1.00000,0.000,0.000
SINK.1926-08-31,SINK,0,0,1,0,1000000000000
C20.1926-08-31,SINK.1926-08-31,0,0.00000,1.00000,0.000,0.000
SINK.1926-09-30,SINK,0,0,1,0,1000000000000
C20.1926-09-30,SINK.1926-09-30,0,0.00000,1.00000,0.000,0.000
C20.1925-10-31,D55.1925-10-31,0,0.00000,1.00000,3.501,3.501
C20.1925-11-30,D55.1925-11-30,0,0.00000,1.00000,0.000,0.000
C20.1925-12-31,D55.1925-12-31,0,0.00000,1.00000,0.000,0.000
C20.1926-01-31,D55.1926-01-31,0,0.00000,1.00000,19.239,19.239
C20.1926-02-28,D55.1926-02-28,0,0.00000,1.00000,366.121,366.121
C20.1926-03-31,D55.1926-03-31,0,0.00000,1.00000,1.805,1.805
C20.1926-04-30,D55.1926-04-30,0,0.00000,1.00000,195.928,195.928
C20.1926-05-31,D55.1926-05-31,0,0.00000,1.00000,2.910,2.910
C20.1926-06-30,D55.1926-06-30,0,0.00000,1.00000,3.896,3.896
C20.1926-07-31,D55.1926-07-31,0,0.00000,1.00000,2.906,2.906
C20.1926-08-31,D55.1926-08-31,0,0.00000,1.00000,3.324,3.324
C20.1926-09-30,D55.1926-09-30,0,0.00000,1.00000,3.417,3.417
INBOUND.1925-10-31,C67.1925-10-31,0,0,1,612.616,612.616
C67.1925-10-31,OUTBOUND.1925-10-31,0,0,1,21.524,21.524
C67.1925-10-31,OUTBOUND.1925-10-31,1,0,1,0.000,0.000
INBOUND.1925-11-30,C67.1925-11-30,0,0,1,327.654,327.654
C67.1925-11-30,OUTBOUND.1925-11-30,0,0,1,0.000,0.000
C67.1925-11-30,OUTBOUND.1925-11-30,1,0,1,0.000,0.000
INBOUND.1925-12-31,C67.1925-12-31,0,0,1,389.091,389.091
C67.1925-12-31,OUTBOUND.1925-12-31,0,0,1,0.000,0.000
C67.1925-12-31,OUTBOUND.1925-12-31,1,0,1,0.000,0.000
INBOUND.1926-01-31,C67.1926-01-31,0,0,1,810.027,810.027
C67.1926-01-31,OUTBOUND.1926-01-31,0,0,1,0.000,0.000
C67.1926-01-31,OUTBOUND.1926-01-31,1,0,1,0.000,0.000
INBOUND.1926-02-28,C67.1926-02-28,0,0,1,2184.252,2184.252
C67.1926-02-28,OUTBOUND.1926-02-28,0,0,1,0.397,0.397
C67.1926-02-28,OUTBOUND.1926-02-28,1,0,1,0.000,0.000
INBOUND.1926-03-31,C67.1926-03-31,0,0,1,1056.925,1056.925
C67.1926-03-31,OUTBOUND.1926-03-31,0,0,1,0.000,0.000
C67.1926-03-31,OUTBOUND.1926-03-31,1,0,1,0.000,0.000
INBOUND.1926-04-30,C67.1926-04-30,0,0,1,588.894,588.894
C67.1926-04-30,OUTBOUND.1926-04-30,0,0,1,34.000,34.000
C67.1926-04-30,OUTBOUND.1926-04-30,1,0,1,0.000,0.000
INBOUND.1926-05-31,C67.1926-05-31,0,0,1,1082.440,1082.440
