i,j,k,cost,amplitude,lower_bound,upper_bound
A204.1986-11-30,HU204.1986-11-30,0,0.00000,1.05600,0.000,1000000000000
A204.1986-12-31,HU204.1986-12-31,0,0.00000,1.05600,0.000,1000000000000
A204.1987-01-31,HU204.1987-01-31,0,0.00000,1.05600,0.000,1000000000000
A204.1987-02-28,HU204.1987-02-28,0,0.00000,1.05600,0.000,1000000000000
A204.1987-03-31,HU204.1987-03-31,0,0.00000,1.05600,0.000,1000000000000
A204.1987-04-30,HU204.1987-04-30,0,0.00000,1.05600,0.000,1000000000000
A204.1987-05-31,HU204.1987-05-31,0,0.00000,1.05600,0.000,1000000000000
A204.1987-06-30,HU204.1987-06-30,0,0.00000,1.05600,0.000,1000000000000
A204.1987-07-31,HU204.1987-07-31,0,0.00000,1.05600,0.000,1000000000000
A204.1987-08-31,HU204.1987-08-31,0,0.00000,1.05600,0.000,1000000000000
A204.1987-09-30,HU204.1987-09-30,0,0.00000,1.05600,0.000,1000000000000
INBOUND.1986-10-31,A207.1986-10-31,0,0,1,0.000,0.000
INBOUND.1986-10-31,A207.1986-10-31,1,0,1,0.000,0.000
INBOUND.1986-10-31,A207.1986-10-31,2,0,1,1.794,1.794
INBOUND.1986-11-30,A207.1986-11-30,0,0,1,0.000,0.000
INBOUND.1986-11-30,A207.1986-11-30,1,0,1,0.000,0.000
INBOUND.1986-11-30,A207.1986-11-30,2,0,1,0.575,0.575
INBOUND.1986-12-31,A207.1986-12-31,0,0,1,0.000,0.000
INBOUND.1986-12-31,A207.1986-12-31,1,0,1,0.000,0.000
INBOUND.1986-12-31,A207.1986-12-31,2,0,1,0.168,0.168
INBOUND.1987-01-31,A207.1987-01-31,0,0,1,0.001,0.001
INBOUND.1987-01-31,A207.1987-01-31,1,0,1,0.000,0.000
INBOUND.1987-01-31,A207.1987-01-31,2,0,1,0.128,0.128
INBOUND.1987-02-28,A207.1987-02-28,0,0,1,0.000,0.000
INBOUND.1987-02-28,A207.1987-02-28,1,0,1,0.000,0.000
INBOUND.1987-02-28,A207.1987-02-28,2,0,1,4.044,4.044
INBOUND.1987-03-31,A207.1987-03-31,0,0,1,0.000,0.000
INBOUND.1987-03-31,A207.1987-03-31,1,0,1,10.120,10.120
INBOUND.1987-03-31,A207.1987-03-31,2,0,1,23.232,23.232
INBOUND.1987-04-30,A207.1987-04-30,0,0,1,0.001,0.001
INBOUND.1987-04-30,A207.1987-04-30,1,0,1,10.120,10.120
INBOUND.1987-04-30,A207.1987-04-30,2,0,1,23.232,23.232
INBOUND.1987-05-31,A207.1987-05-31,0,0,1,0.000,0.000
INBOUND.1987-05-31,A207.1987-05-31,1,0,1,10.120,10.120
INBOUND.1987-05-31,A207.1987-05-31,2,0,1,23.232,23.232
INBOUND.1987-06-30,A207.1987-06-30,0,0,1,0.000,0.000
INBOUND.1987-06-30,A207.1987-06-30,1,0,1,10.120,10.120
INBOUND.1987-06-30,A207.1987-06-30,2,0,1,23.232,23.232
INBOUND.1987-07-31,A207.1987-07-31,0,0,1,0.000,0.000
INBOUND.1987-07-31,A207.1987-07-31,1,0,1,10.120,10.120
INBOUND.1987-07-31,A207.1987-07-31,2,0,1,23.232,23.232
INBOUND.1987-08-31,A207.1987-08-31,0,0,1,0.000,0.000
INBOUND.1987-08-31,A207.1987-08-31,1,0,1,10.120,10.120
INBOUND.1987-08-31,A207.1987-08-31,2,0,1,23.232,23.232
INBOUND.1987-09-30,A207.1987-09-30,0,0,1,0.000,0.000
INBOUND.1987-09-30,A207.1987-09-30,1,0,1,0.000,0.000
INBOUND.1987-09-30,A207.1987-09-30,2,0,1,21.567,21.567
A207.1986-10-31,HU207.1986-10-31,0,0.00000,1.00900,0.000,1000000000000
A207.1986-11-30,HU207.1986-11-30,0,0.00000,1.00900,0.000,1000000000000
A207.1986-12-31,HU207.1986-12-31,0,0.00000,1.00900,0.000,1000000000000
A207.1987-01-31,HU207.1987-01-31,0,0.00000,1.00900,0.000,1000000000000
A207.1987-02-28,HU207.1987-02-28,0,0.00000,1.00900,0.000,1000000000000
A207.1987-03-31,HU207.1987-03-31,0,0.00000,1.00900,0.000,1000000000000
A207.1987-04-30,HU207.1987-04-30,0,0.00000,1.00900,0.000,1000000000000
A207.1987-05-31,HU207.1987-05-31,0,0.00000,1.00900,0.000,1000000000000
A207.1987-06-30,HU207.1987-06-30,0,0.00000,1.00900,0.000,1000000000000
A207.1987-07-31,HU207.1987-07-31,0,0.00000,1.00900,0.000,1000000000000
A207.1987-08-31,HU207.1987-08-31,0,0.00000,1.00900,0.000,1000000000000
A207.1987-09-30,HU207.1987-09-30,0,0.00000,1.00900,0.000,1000000000000
C104.1986-10-31,C105.1986-10-31,0,0.00000,1.00000,0.000,1000000000000
C104.1986-11-30,C105.1986-11-30,0,0.00000,1.00000,0.000,1000000000000
C104.1986-12-31,C105.1986-12-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-01-31,C105.1987-01-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-02-28,C105.1987-02-28,0,0.00000,1.00000,0.000,1000000000000
C104.1987-03-31,C105.1987-03-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-04-30,C105.1987-04-30,0,0.00000,1.00000,0.000,1000000000000
C104.1987-05-31,C105.1987-05-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-06-30,C105.1987-06-30,0,0.00000,1.00000,0.000,1000000000000
C104.1987-07-31,C105.1987-07-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-08-31,C105.1987-08-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-09-30,C105.1987-09-30,0,0.00000,1.00000,0.000,1000000000000
C104.1986-10-31,D44.1986-10-31,0,0.00000,1.00000,0.000,1000000000000
C104.1986-11-30,D44.1986-11-30,0,0.00000,1.00000,0.000,1000000000000
C104.1986-12-31,D44.1986-12-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-01-31,D44.1987-01-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-02-28,D44.1987-02-28,0,0.00000,1.00000,0.000,1000000000000
C104.1987-03-31,D44.1987-03-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-04-30,D44.1987-04-30,0,0.00000,1.00000,0.000,1000000000000
C104.1987-05-31,D44.1987-05-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-06-30,D44.1987-06-30,0,0.00000,1.00000,0.000,1000000000000
C104.1987-07-31,D44.1987-07-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-08-31,D44.1987-08-31,0,0.00000,1.00000,0.000,1000000000000
C104.1987-09-30,D44.1987-09-30,0,0.00000,1.00000,0.000,1000000000000
OUTBOUND.1986-10-31,SINK,0,0,1,0,1000000000000
C105.1986-10-31,OUTBOUND.1986-10-31,0,0,1,0.000,0.000
OUTBOUND.1986-11-30,SINK,0,0,1,0,1000000000000
C105.1986-11-30,OUTBOUND.1986-11-30,0,0,1,0.000,0.000
OUTBOUND.1986-12-31,SINK,0,0,1,0,1000000000000
C105.1986-12-31,OUTBOUND.1986-12-31,0,0,1,9.500,9.500
OUTBOUND.1987-01-31,SINK,0,0,1,0,1000000000000
C105.1987-01-31,OUTBOUND.1987-01-31,0,0,1,9.500,9.500
OUTBOUND.1987-02-28,SINK,0,0,1,0,1000000000000
C105.1987-02-28,OUTBOUND.1987-02-28,0,0,1,8.600,8.600
OUTBOUND.1987-03-31,SINK,0,0,1,0,1000000000000
C105.1987-03-31,OUTBOUND.1987-03-31,0,0,1,9.200,9.200
OUTBOUND.1987-04-30,SINK,0,0,1,0,1000000000000
C105.1987-04-30,OUTBOUND.1987-04-30,0,0,1,0.000,0.000
OUTBOUND.1987-05-31,SINK,0,0,1,0,1000000000000
C105.1987-05-31,OUTBOUND.1987-05-31,0,0,1,0.000,0.000
OUTBOUND.1987-06-30,SINK,0,0,1,0,1000000000000
C105.1987-06-30,OUTBOUND.1987-06-30,0,0,1,0.000,0.000
OUTBOUND.1987-07-31,SINK,0,0,1,0,1000000000000
C105.1987-07-31,OUTBOUND.1987-07-31,0,0,1,0.000,0.000
OUTBOUND.1987-08-31,SINK,0,0,1,0,1000000000000
C105.1987-08-31,OUTBOUND.1987-08-31,0,0,1,0.000,0.000
OUTBOUND.1987-09-30,SINK,0,0,1,0,1000000000000
C105.1987-09-30,OUTBOUND.1987-09-30,0,0,1,0.000,0.000
C105.1986-10-31,WTP204.1986-10-31,0,45.00000,1.00000,0.000,2.500
C105.1986-11-30,WTP204.1986-11-30,0,45.00000,1.00000,0.000,2.400
C105.1986-12-31,WTP204.1986-12-31,0,45.00000,1.00000,0.000,2.500
C105.1987-01-31,WTP204.1987-01-31,0,45.00000,1.00000,0.000,2.500
C105.1987-02-28,WTP204.1987-02-28,0,45.00000,1.00000,0.000,2.200
C105.1987-03-31,WTP204.1987-03-31,0,45.00000,1.00000,0.000,2.500
C105.1987-04-30,WTP204.1987-04-30,0,45.00000,1.00000,0.000,2.400
C105.1987-05-31,WTP204.1987-05-31,0,45.00000,1.00000,0.000,2.500
C105.1987-06-30,WTP204.1987-06-30,0,45.00000,1.00000,0.000,2.400
C105.1987-07-31,WTP204.1987-07-31,0,45.00000,1.00000,0.000,2.500
C105.1987-08-31,WTP204.1987-08-31,0,45.00000,1.00000,0.000,2.500
C105.1987-09-30,WTP204.1987-09-30,0,45.00000,1.00000,0.000,2.400
INBOUND.1986-10-31,C16.1986-10-31,0,0,1,0.000,0.000
C16.1986-10-31,OUTBOUND.1986-10-31,0,0,1,0.000,0.000
INBOUND.1986-11-30,C16.1986-11-30,0,0,1,0.000,0.000
C16.1986-11-30,OUTBOUND.1986-11-30,0,0,1,0.000,0.000
INBOUND.1986-12-31,C16.1986-12-31,0,0,1,0.000,0.000
C16.1986-12-31,OUTBOUND.1986-12-31,0,0,1,0.000,0.000
INBOUND.1987-01-31,C16.1987-01-31,0,0,1,0.000,0.000
C16.1987-01-31,OUTBOUND.1987-01-31,0,0,1,0.000,0.000
INBOUND.1987-02-28,C16.1987-02-28,0,0,1,0.000,0.000
C16.1987-02-28,OUTBOUND.1987-02-28,0,0,1,0.000,0.000
INBOUND.1987-03-31,C16.1987-03-31,0,0,1,0.491,0.491
C16.1987-03-31,OUTBOUND.1987-03-31,0,0,1,0.000,0.000
INBOUND.1987-04-30,C16.1987-04-30,0,0,1,0.000,0.000
C16.1987-04-30,OUTBOUND.1987-04-30,0,0,1,0.000,0.000
INBOUND.1987-05-31,C16.1987-05-31,0,0,1,8.262,8.262
C16.1987-05-31,OUTBOUND.1987-05-31,0,0,1,8.262,8.262
INBOUND.1987-06-30,C16.1987-06-30,0,0,1,38.500,38.500
C16.1987-06-30,OUTBOUND.1987-06-30,0,0,1,38.500,38.500
INBOUND.1987-07-31,C16.1987-07-31,0,0,1,38.500,38.500
C16.1987-07-31,OUTBOUND.1987-07-31,0,0,1,38.500,38.500
INBOUND.1987-08-31,C16.1987-08-31,0,0,1,15.576,15.576
C16.1987-08-31,OUTBOUND.1987-08-31,0,0,1,15.576,15.576
INBOUND.1987-09-30,C16.1987-09-30,0,0,1,0.000,0.000
C16.1987-09-30,OUTBOUND.1987-09-30,0,0,1,0.000,0.000
C16.1986-10-31,C20.1986-10-31,0,0.00000,1.00000,0.000,1000000000000
C16.1986-11-30,C20.1986-11-30,0,0.00000,1.00000,0.000,1000000000000
C16.1986-12-31,C20.1986-12-31,0,0.00000,1.00000,0.000,1000000000000
C16.1987-01-31,C20.1987-01-31,0,0.00000,1.00000,0.000,1000000000000
C16.1987-02-28,C20.1987-02-28,0,0.00000,1.00000,0.000,1000000000000
C16.1987-03-31,C20.1987-03-31,0,0.00000,1.00000,0.000,1000000000000
C16.1987-04-30,C20.1987-04-30,0,0.00000,1.00000,0.000,1000000000000
C16.1987-05-31,C20.1987-05-31,0,0.00000,1.00000,0.000,1000000000000
C16.1987-06-30,C20.1987-06-30,0,0.00000,1.00000,0.000,1000000000000
C16.1987-07-31,C20.1987-07-31,0,0.00000,1.00000,0.000,1000000000000
C16.1987-08-31,C20.1987-08-31,0,0.00000,1.00000,0.000,1000000000000
C16.1987-09-30,C20.1987-09-30,0,0.00000,1.00000,0.000,1000000000000
C173.1986-10-31,OUTBOUND.1986-10-31,0,0,1,0.000,0.000
C173.1986-11-30,OUTBOUND.1986-11-30,0,0,1,0.000,0.000
C173.1986-12-31,OUTBOUND.1986-12-31,0,0,1,0.000,0.000
C173.1987-01-31,OUTBOUND.1987-01-31,0,0,1,0.000,0.000
C173.1987-02-28,OUTBOUND.1987-02-28,0,0,1,0.000,0.000
C173.1987-03-31,OUTBOUND.1987-03-31,0,0,1,0.000,0.000
C173.1987-04-30,OUTBOUND.1987-04-30,0,0,1,0.000,0.000
C173.1987-05-31,OUTBOUND.1987-05-31,0,0,1,0.000,0.000
C173.1987-06-30,OUTBOUND.1987-06-30,0,0,1,0.000,0.000
C173.1987-07-31,OUTBOUND.1987-07-31,0,0,1,0.000,0.000
C173.1987-08-31,OUTBOUND.1987-08-31,0,0,1,0.000,0.000
C173.1987-09-30,OUTBOUND.1987-09-30,0,0,1,0.000,0.000
C173.1986-10-31,HSU207C173.1986-10-31,0,0.00000,1.00000,0.000,6.700
C173.1986-11-30,HSU207C173.1986-11-30,0,0.00000,1.00000,0.000,6.700
C173.1986-12-31,HSU207C173.1986-12-31,0,0.00000,1.00000,0.000,6.700
C173.1987-01-31,HSU207C173.1987-01-31,0,0.00000,1.00000,0.000,6.700
C173.1987-02-28,HSU207C173.1987-02-28,0,0.00000,1.00000,0.000,6.700
C173.1987-03-31,HSU207C173.1987-03-31,0,0.00000,1.00000,0.000,6.700
C173.1987-04-30,HSU207C173.1987-04-30,0,0.00000,1.00000,0.000,6.700
C173.1987-05-31,HSU207C173.1987-05-31,0,0.00000,1.00000,0.000,6.700
C173.1987-06-30,HSU207C173.1987-06-30,0,0.00000,1.00000,0.000,6.700
C173.1987-07-31,HSU207C173.1987-07-31,0,0.00000,1.00000,0.000,6.700
C173.1987-08-31,HSU207C173.1987-08-31,0,0.00000,1.00000,0.000,6.700
C173.1987-09-30,HSU207C173.1987-09-30,0,0.00000,1.00000,0.000,6.700
C173.1986-10-31,WTP207.1986-10-31,0,45.00000,1.00000,0.000,0.000
C173.1986-11-30,WTP207.1986-11-30,0,45.00000,1.00000,0.000,0.000
C173.1986-12-31,WTP207.1986-12-31,0,45.00000,1.00000,0.000,0.000
C173.1987-01-31,WTP207.1987-01-31,0,45.00000,1.00000,0.000,0.000
C173.1987-02-28,WTP207.1987-02-28,0,45.00000,1.00000,0.000,0.000
C173.1987-03-31,WTP207.1987-03-31,0,45.00000,1.00000,0.000,0.000
C173.1987-04-30,WTP207.1987-04-30,0,45.00000,1.00000,0.000,0.000
C173.1987-05-31,WTP207.1987-05-31,0,45.00000,1.00000,0.000,0.000
C173.1987-06-30,WTP207.1987-06-30,0,45.00000,1.00000,0.000,0.000
C173.1987-07-31,WTP207.1987-07-31,0,45.00000,1.00000,0.000,0.000
C173.1987-08-31,WTP207.1987-08-31,0,45.00000,1.00000,0.000,0.000
C173.1987-09-30,WTP207.1987-09-30,0,45.00000,1.00000,0.000,0.000
INBOUND.1986-10-31,C18.1986-10-31,0,0,1,0.000,0.000
INBOUND.1986-10-31,C18.1986-10-31,1,0,1,0.000,0.000
INBOUND.1986-11-30,C18.1986-11-30,0,0,1,21.397,21.397
INBOUND.1986-11-30,C18.1986-11-30,1,0,1,0.003,0.003
INBOUND.1986-12-31,C18.1986-12-31,0,0,1,19.900,19.900
INBOUND.1986-12-31,C18.1986-12-31,1,0,1,0.000,0.000
INBOUND.1987-01-31,C18.1987-01-31,0,0,1,43.564,43.564
INBOUND.1987-01-31,C18.1987-01-31,1,0,1,0.003,0.003
INBOUND.1987-02-28,C18.1987-02-28,0,0,1,28.211,28.211
INBOUND.1987-02-28,C18.1987-02-28,1,0,1,0.084,0.084
INBOUND.1987-03-31,C18.1987-03-31,0,0,1,4.821,4.821
INBOUND.1987-03-31,C18.1987-03-31,1,0,1,0.423,0.423
INBOUND.1987-04-30,C18.1987-04-30,0,0,1,3.153,3.153
INBOUND.1987-04-30,C18.1987-04-30,1,0,1,0.887,0.887
INBOUND.1987-05-31,C18.1987-05-31,0,0,1,2.880,2.880
INBOUND.1987-05-31,C18.1987-05-31,1,0,1,1.065,1.065
INBOUND.1987-06-30,C18.1987-06-30,0,0,1,1.710,1.710
INBOUND.1987-06-30,C18.1987-06-30,1,0,1,1.196,1.196
INBOUND.1987-07-31,C18.1987-07-31,0,0,1,2.403,2.403
INBOUND.1987-07-31,C18.1987-07-31,1,0,1,0.927,0.927
INBOUND.1987-08-31,C18.1987-08-31,0,0,1,3.064,3.064
INBOUND.1987-08-31,C18.1987-08-31,1,0,1,0.353,0.353
INBOUND.1987-09-30,C18.1987-09-30,0,0,1,0.646,0.646
INBOUND.1987-09-30,C18.1987-09-30,1,0,1,0.178,0.178
C18.1986-10-31,C20.1986-10-31,0,0.00000,1.00000,0.000,1000000000000
C18.1986-11-30,C20.1986-11-30,0,0.00000,1.00000,0.000,1000000000000
C18.1986-12-31,C20.1986-12-31,0,0.00000,1.00000,0.000,1000000000000
C18.1987-01-31,C20.1987-01-31,0,0.00000,1.00000,0.000,1000000000000
C18.1987-02-28,C20.1987-02-28,0,0.00000,1.00000,0.000,1000000000000
C18.1987-03-31,C20.1987-03-31,0,0.00000,1.00000,0.000,1000000000000
C18.1987-04-30,C20.1987-04-30,0,0.00000,1.00000,0.000,1000000000000
C18.1987-05-31,C20.1987-05-31,0,0.00000,1.00000,0.000,1000000000000
C18.1987-06-30,C20.1987-06-30,0,0.00000,1.00000,0.000,1000000000000
C18.1987-07-31,C20.1987-07-31,0,0.00000,1.00000,0.000,1000000000000
C18.1987-08-31,C20.1987-08-31,0,0.00000,1.00000,0.000,1000000000000
C18.1987-09-30,C20.1987-09-30,0,0.00000,1.00000,0.000,1000000000000
INBOUND.1986-10-31,C19.1986-10-31,0,0,1,39.920,39.920
C19.1986-10-31,OUTBOUND.1986-10-31,0,0,1,36.570,36.570
INBOUND.1986-11-30,C19.1986-11-30,0,0,1,7.390,7.390
C19.1986-11-30,OUTBOUND.1986-11-30,0,0,1,7.390,7.390
INBOUND.1986-12-31,C19.1986-12-31,0,0,1,7.390,7.390
C19.1986-12-31,OUTBOUND.1986-12-31,0,0,1,7.390,7.390
INBOUND.1987-01-31,C19.1987-01-31,0,0,1,7.390,7.390
C19.1987-01-31,OUTBOUND.1987-01-31,0,0,1,7.390,7.390
INBOUND.1987-02-28,C19.1987-02-28,0,0,1,7.390,7.390
C19.1987-02-28,OUTBOUND.1987-02-28,0,0,1,7.390,7.390
INBOUND.1987-03-31,C19.1987-03-31,0,0,1,21.231,21.231
C19.1987-03-31,OUTBOUND.1987-03-31,0,0,1,7.390,7.390
INBOUND.1987-04-30,C19.1987-04-30,0,0,1,54.747,54.747
C19.1987-04-30,OUTBOUND.1987-04-30,0,0,1,50.290,50.290
INBOUND.1987-05-31,C19.1987-05-31,0,0,1,53.948,53.948
C19.1987-05-31,OUTBOUND.1987-05-31,0,0,1,50.290,50.290
INBOUND.1987-06-30,C19.1987-06-30,0,0,1,53.170,53.170
C19.1987-06-30,OUTBOUND.1987-06-30,0,0,1,50.290,50.290
INBOUND.1987-07-31,C19.1987-07-31,0,0,1,52.000,52.000
C19.1987-07-31,OUTBOUND.1987-07-31,0,0,1,50.290,50.290
INBOUND.1987-08-31,C19.1987-08-31,0,0,1,52.693,52.693
C19.1987-08-31,OUTBOUND.1987-08-31,0,0,1,50.290,50.290
INBOUND.1987-09-30,C19.1987-09-30,0,0,1,7.390,7.390
C19.1987-09-30,OUTBOUND.1987-09-30,0,0,1,7.390,7.390
C19.1986-10-31,C20.1986-10-31,0,0.00000,1.00000,0.000,1000000000000
C19.1986-11-30,C20.1986-11-30,0,0.00000,1.00000,0.000,1000000000000
C19.1986-12-31,C20.1986-12-31,0,0.00000,1.00000,0.000,1000000000000
C19.1987-01-31,C20.1987-01-31,0,0.00000,1.00000,0.000,1000000000000
C19.1987-02-28,C20.1987-02-28,0,0.00000,1.00000,0.000,1000000000000
C19.1987-03-31,C20.1987-03-31,0,0.00000,1.00000,0.000,1000000000000
C19.1987-04-30,C20.1987-04-30,0,0.00000,1.00000,0.000,1000000000000
C19.1987-05-31,C20.1987-05-31,0,0.00000,1.00000,0.000,1000000000000
C19.1987-06-30,C20.1987-06-30,0,0.00000,1.00000,0.000,1000000000000
C19.1987-07-31,C20.1987-07-31,0,0.00000,1.00000,0.000,1000000000000
C19.1987-08-31,C20.1987-08-31,0,0.00000,1.00000,0.000,1000000000000
C19.1987-09-30,C20.1987-09-30,0,0.00000,1.00000,0.000,1000000000000
SINK.1986-10-31,SINK,0,0,1,0,1000000000000
C20.1986-10-31,SINK.1986-10-31,0,0.00000,1.00000,0.000,0.000
SINK.1986-11-30,SINK,0,0,1,0,1000000000000
C20.1986-11-30,SINK.1986-11-30,0,0.00000,1.00000,0.000,0.000
SINK.1986-12-31,SINK,0,0,1,0,1000000000000
C20.1986-12-31,SINK.1986-12-31,0,0.00000,1.00000,0.000,0.000
SINK.1987-01-31,SINK,0,0,1,0,1000000000000
C20.1987-01-31,SINK.1987-01-31,0,0.00000,1.00000,0.000,0.000
SINK.1987-02-28,SINK,0,0,1,0,1000000000000
C20.1987-02-28,SINK.1987-02-28,0,0.00000,1.00000,0.000,0.000
SINK.1987-03-31,SINK,0,0,1,0,1000000000000
C20.1987-03-31,SINK.1987-03-31,0,0.00000,1.00000,0.000,0.000
SINK.1987-04-30,SINK,0,0,1,0,1000000000000
C20.1987-04-30,SINK.1987-04-30,0,0.00000,1.00000,0.000,0.000
SINK.1987-05-31,SINK,0,0,1,0,1000000000000
C20.1987-05-31,SINK.1987-05-31,0,0.00000,1.00000,0.000,0.000
SINK.1987-06-30,SINK,0,0,1,0,1000000000000
C20.1987-06-30,SINK.1987-06-30,0,0.00000,1.00000,0.000,0.000
SINK.1987-07-31,SINK,0,0,1,0,1000000000000
C20.1987-07-31,SINK.1987-07-31,0,0.00000,1.00000,0.000,0.000
SINK.1987-08-31,SINK,0,0,1,0,1000000000000
C20.1987-08-31,SINK.1987-08-31,0,0.00000,1.00000,0.000,0.000
SINK.1987-09-30,SINK,0,0,1,0,1000000000000
C20.1987-09-30,SINK.1987-09-30,0,0.00000,1.00000,0.000,0.000
C20.1986-10-31,D55.1986-10-31,0,0.00000,1.00000,3.528,3.528
C20.1986-11-30,D55.1986-11-30,0,0.00000,1.00000,0.455,0.455
C20.1986-12-31,D55.1986-12-31,0,0.00000,1.00000,0.000,0.000
C20.1987-01-31,D55.1987-01-31,0,0.00000,1.00000,0.200,0.200
C20.1987-02-28,D55.1987-02-28,0,0.00000,1.00000,1.700,1.700
C20.1987-03-31,D55.1987-03-31,0,0.00000,1.00000,56.575,56.575
C20.1987-04-30,D55.1987-04-30,0,0.00000,1.00000,4.880,4.880
C20.1987-05-31,D55.1987-05-31,0,0.00000,1.00000,4.545,4.545
C20.1987-06-30,D55.1987-06-30,0,0.00000,1.00000,3.945,3.945
C20.1987-07-31,D55.1987-07-31,0,0.00000,1.00000,2.906,2.906
C20.1987-08-31,D55.1987-08-31,0,0.00000,1.00000,3.330,3.330
C20.1987-09-30,D55.1987-09-30,0,0.00000,1.00000,3.417,3.417
INBOUND.1986-10-31,C67.1986-10-31,0,0,1,725.190,725.190
C67.1986-10-31,OUTBOUND.1986-10-31,0,0,1,0.000,0.000
C67.1986-10-31,OUTBOUND.1986-10-31,1,0,1,0.000,0.000
INBOUND.1986-11-30,C67.1986-11-30,0,0,1,612.769,612.769
C67.1986-11-30,OUTBOUND.1986-11-30,0,0,1,0.000,0.000
C67.1986-11-30,OUTBOUND.1986-11-30,1,0,1,0.000,0.000
INBOUND.1986-12-31,C67.1986-12-31,0,0,1,471.630,471.630
C67.1986-12-31,OUTBOUND.1986-12-31,0,0,1,0.000,0.000
C67.1986-12-31,OUTBOUND.1986-12-31,1,0,1,0.000,0.000
INBOUND.1987-01-31,C67.1987-01-31,0,0,1,694.061,694.061
C67.1987-01-31,OUTBOUND.1987-01-31,0,0,1,0.000,0.000
C67.1987-01-31,OUTBOUND.1987-01-31,1,0,1,0.000,0.000
INBOUND.1987-02-28,C67.1987-02-28,0,0,1,922.319,922.319
C67.1987-02-28,OUTBOUND.1987-02-28,0,0,1,0.397,0.397
C67.1987-02-28,OUTBOUND.1987-02-28,1,0,1,0.000,0.000
INBOUND.1987-03-31,C67.1987-03-31,0,0,1,1425.566,1425.566
C67.1987-03-31,OUTBOUND.1987-03-31,0,0,1,14.860,14.860
C67.1987-03-31,OUTBOUND.1987-03-31,1,0,1,0.000,0.000
INBOUND.1987-04-30,C67.1987-04-30,0,0,1,545.091,545.091
C67.1987-04-30,OUTBOUND.1987-04-30,0,0,1,0.000,0.000
C67.1987-04-30,OUTBOUND.1987-04-30,1,0,1,0.000,0.000
INBOUND.1987-05-31,C67.1987-05-31,0,0,1,613.811,613.811
