i,j,k,cost,amplitude,lower_bound,upper_bound
D9.1947-11-30,D85.1947-11-30,3,-1.84286,1.00000,0.000,69.348
D9.1947-11-30,D85.1947-11-30,4,0.00000,1.00000,0.000,1000000000000.000
D9.1947-12-31,D85.1947-12-31,0,-1.95623,1.00000,93.142,138.697
D9.1947-12-31,D85.1947-12-31,1,-1.95623,1.00000,0.000,69.348
D9.1947-12-31,D85.1947-12-31,2,-1.95623,1.00000,0.000,69.348
D9.1947-12-31,D85.1947-12-31,3,-1.95623,1.00000,0.000,69.348
D9.1947-12-31,D85.1947-12-31,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-01-31,D85.1948-01-31,0,-1.83256,1.00000,79.171,138.697
D9.1948-01-31,D85.1948-01-31,1,-1.83256,1.00000,0.000,69.348
D9.1948-01-31,D85.1948-01-31,2,-1.83256,1.00000,0.000,69.348
D9.1948-01-31,D85.1948-01-31,3,-1.83256,1.00000,0.000,69.348
D9.1948-01-31,D85.1948-01-31,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-02-29,D85.1948-02-29,0,-1.63142,1.00000,60.783,138.697
D9.1948-02-29,D85.1948-02-29,1,-1.63142,1.00000,0.000,69.348
D9.1948-02-29,D85.1948-02-29,2,-1.63142,1.00000,0.000,69.348
D9.1948-02-29,D85.1948-02-29,3,-1.63142,1.00000,0.000,69.348
D9.1948-02-29,D85.1948-02-29,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-03-31,D85.1948-03-31,0,-1.67465,1.00000,67.295,138.697
D9.1948-03-31,D85.1948-03-31,1,-1.67465,1.00000,0.000,69.348
D9.1948-03-31,D85.1948-03-31,2,-1.67465,1.00000,0.000,69.348
D9.1948-03-31,D85.1948-03-31,3,-1.67465,1.00000,0.000,69.348
D9.1948-03-31,D85.1948-03-31,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-04-30,D85.1948-04-30,0,-1.52406,1.00000,65.124,138.697
D9.1948-04-30,D85.1948-04-30,1,-1.52406,1.00000,0.000,69.348
D9.1948-04-30,D85.1948-04-30,2,-1.52406,1.00000,0.000,69.348
D9.1948-04-30,D85.1948-04-30,3,-1.52406,1.00000,0.000,69.348
D9.1948-04-30,D85.1948-04-30,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-05-31,D85.1948-05-31,0,-1.53226,1.00000,67.295,138.697
D9.1948-05-31,D85.1948-05-31,1,-1.53226,1.00000,0.000,69.348
D9.1948-05-31,D85.1948-05-31,2,-1.53226,1.00000,0.000,69.348
D9.1948-05-31,D85.1948-05-31,3,-1.53226,1.00000,0.000,69.348
D9.1948-05-31,D85.1948-05-31,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-06-30,D85.1948-06-30,0,-1.52471,1.00000,104.132,138.697
D9.1948-06-30,D85.1948-06-30,1,-1.52471,1.00000,0.000,69.348
D9.1948-06-30,D85.1948-06-30,2,-1.52471,1.00000,0.000,69.348
D9.1948-06-30,D85.1948-06-30,3,-1.52471,1.00000,0.000,69.348
D9.1948-06-30,D85.1948-06-30,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-07-31,D85.1948-07-31,0,-1.97619,1.00000,107.603,138.697
D9.1948-07-31,D85.1948-07-31,1,-1.97619,1.00000,0.000,69.348
D9.1948-07-31,D85.1948-07-31,2,-1.97619,1.00000,0.000,69.348
D9.1948-07-31,D85.1948-07-31,3,-1.97619,1.00000,0.000,69.348
D9.1948-07-31,D85.1948-07-31,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-08-31,D85.1948-08-31,0,-1.95987,1.00000,107.603,138.697
D9.1948-08-31,D85.1948-08-31,1,-1.95987,1.00000,0.000,69.348
D9.1948-08-31,D85.1948-08-31,2,-1.95987,1.00000,0.000,69.348
D9.1948-08-31,D85.1948-08-31,3,-1.95987,1.00000,0.000,69.348
D9.1948-08-31,D85.1948-08-31,4,0.00000,1.00000,0.000,1000000000000.000
D9.1948-09-30,D85.1948-09-30,0,-1.83769,1.00000,91.239,138.697
D9.1948-09-30,D85.1948-09-30,1,-1.83769,1.00000,0.000,69.348
D9.1948-09-30,D85.1948-09-30,2,-1.83769,1.00000,0.000,69.348
D9.1948-09-30,D85.1948-09-30,3,-1.83769,1.00000,0.000,69.348
D9.1948-09-30,D85.1948-09-30,4,0.00000,1.00000,0.000,1000000000000.000
DBUGSNK.1947-10-31,SINK.1947-10-31,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1947-11-30,SINK.1947-11-30,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1947-12-31,SINK.1947-12-31,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-01-31,SINK.1948-01-31,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-02-29,SINK.1948-02-29,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-03-31,SINK.1948-03-31,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-04-30,SINK.1948-04-30,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-05-31,SINK.1948-05-31,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-06-30,SINK.1948-06-30,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-07-31,SINK.1948-07-31,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-08-31,SINK.1948-08-31,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSNK.1948-09-30,SINK.1948-09-30,0,2000000.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,A204.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,A204.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,A204.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,A204.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,A204.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,A204.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,A204.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,A204.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,A204.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,A204.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,A204.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,A204.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,CVPM07G.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,CVPM07G.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,CVPM07G.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,CVPM07G.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,CVPM07G.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,CVPM07G.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,CVPM07G.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,CVPM07G.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,CVPM07G.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,CVPM07G.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,CVPM07G.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,CVPM07G.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,CVPM07S.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,CVPM07S.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,CVPM07S.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,CVPM07S.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,CVPM07S.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,CVPM07S.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,CVPM07S.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,CVPM07S.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,CVPM07S.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,CVPM07S.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,CVPM07S.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,CVPM07S.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,HSD204.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,HSD204.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,HSD204.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,HSD204.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,HSD204.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,HSD204.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,HSD204.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,HSD204.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,HSD204.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,HSD204.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,HSD204.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,HSD204.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,HSU204C67.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,HSU204C67.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,HSU204C67.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,HSU204C67.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,HSU204C67.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,HSU204C67.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,HSU204C67.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,HSU204C67.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,HSU204C67.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,HSU204C67.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,HSU204C67.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,HSU204C67.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,HU204.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,HU204.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,HU204.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,HU204.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,HU204.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,HU204.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,HU204.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,HU204.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,HU204.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,HU204.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,HU204.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,HU204.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,C105.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,C105.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,C105.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,C105.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,C105.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,C105.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,C105.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,C105.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,C105.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,C105.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,C105.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,C105.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,C173.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,C173.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,C173.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,C173.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,C173.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,C173.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,C173.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,C173.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,C173.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,C173.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,C173.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,C173.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,C67.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,C67.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,C67.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,C67.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,C67.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,C67.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,C67.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,C67.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,C67.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,C67.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,C67.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,C67.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,C7.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,C7.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,C7.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,C7.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,C7.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,C7.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,C7.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,C7.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,C7.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,C7.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,C7.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,C7.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,C8.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,C8.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,C8.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,C8.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,C8.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,C8.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,C8.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,C8.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,C8.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,C8.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,C8.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,C8.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,D64.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,D64.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,D64.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,D64.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,D64.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,D64.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,D64.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,D64.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,D64.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,D64.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,D64.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,D64.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,D85.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,D85.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,D85.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,D85.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,D85.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,D85.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,D85.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,D85.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,D85.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,D85.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,D85.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,D85.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,D9.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,D9.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,D9.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,D9.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,D9.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,D9.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,D9.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,D9.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,D9.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,D9.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,D9.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,D9.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,GW_07.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,GW_07.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,GW_07.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,GW_07.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,GW_07.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,GW_07.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,GW_07.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,GW_07.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,GW_07.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,GW_07.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,GW_07.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,GW_07.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,HGP07.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,HGP07.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,HGP07.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,HGP07.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,HGP07.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,HGP07.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,HGP07.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,HGP07.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,HGP07.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,HGP07.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,HGP07.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,HGP07.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,HGR07.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,HGR07.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,HGR07.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,HGR07.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,HGR07.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,HGR07.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,HGR07.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,HGR07.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,HGR07.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,HGR07.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,HGR07.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,HGR07.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,SR_FOL.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,SR_FOL.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,SR_FOL.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,SR_FOL.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,SR_FOL.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,SR_FOL.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,SR_FOL.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,SR_FOL.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,SR_FOL.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,SR_FOL.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,SR_FOL.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,SR_FOL.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,EXT_SAC.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,EXT_SAC.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-12-31,EXT_SAC.1947-12-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-01-31,EXT_SAC.1948-01-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-02-29,EXT_SAC.1948-02-29,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-03-31,EXT_SAC.1948-03-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-04-30,EXT_SAC.1948-04-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-05-31,EXT_SAC.1948-05-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-06-30,EXT_SAC.1948-06-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-07-31,EXT_SAC.1948-07-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-08-31,EXT_SAC.1948-08-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1948-09-30,EXT_SAC.1948-09-30,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-10-31,HNP204.1947-10-31,0,0.00000,1.00000,0.000,1000000000000
DBUGSRC.1947-11-30,HNP204.1947-11-30,0,0.00000,1.00000,0.000,1000000000000
