i,j,k,cost,amplitude,lower_bound,upper_bound
INBOUND.1931-10-31,A207.1931-10-31,2,0,1,1.794,1.794
INBOUND.1931-11-30,A207.1931-11-30,0,0,1,0.000,0.000
INBOUND.1931-11-30,A207.1931-11-30,1,0,1,0.000,0.000
INBOUND.1931-11-30,A207.1931-11-30,2,0,1,0.575,0.575
INBOUND.1931-12-31,A207.1931-12-31,0,0,1,0.000,0.000
INBOUND.1931-12-31,A207.1931-12-31,1,0,1,0.000,0.000
INBOUND.1931-12-31,A207.1931-12-31,2,0,1,0.168,0.168
INBOUND.1932-01-31,A207.1932-01-31,0,0,1,0.001,0.001
INBOUND.1932-01-31,A207.1932-01-31,1,0,1,0.000,0.000
INBOUND.1932-01-31,A207.1932-01-31,2,0,1,0.128,0.128
INBOUND.1932-02-29,A207.1932-02-29,0,0,1,0.000,0.000
INBOUND.1932-02-29,A207.1932-02-29,1,0,1,0.000,0.000
INBOUND.1932-02-29,A207.1932-02-29,2,0,1,4.044,4.044
INBOUND.1932-03-31,A207.1932-03-31,0,0,1,0.000,0.000
INBOUND.1932-03-31,A207.1932-03-31,1,0,1,10.120,10.120
INBOUND.1932-03-31,A207.1932-03-31,2,0,1,23.232,23.232
INBOUND.1932-04-30,A207.1932-04-30,0,0,1,0.001,0.001
INBOUND.1932-04-30,A207.1932-04-30,1,0,1,10.120,10.120
INBOUND.1932-04-30,A207.1932-04-30,2,0,1,23.232,23.232
INBOUND.1932-05-31,A207.1932-05-31,0,0,1,0.000,0.000
INBOUND.1932-05-31,A207.1932-05-31,1,0,1,10.120,10.120
INBOUND.1932-05-31,A207.1932-05-31,2,0,1,23.232,23.232
INBOUND.1932-06-30,A207.1932-06-30,0,0,1,0.000,0.000
INBOUND.1932-06-30,A207.1932-06-30,1,0,1,10.120,10.120
INBOUND.1932-06-30,A207.1932-06-30,2,0,1,23.232,23.232
INBOUND.1932-07-31,A207.1932-07-31,0,0,1,0.000,0.000
INBOUND.1932-07-31,A207.1932-07-31,1,0,1,10.120,10.120
INBOUND.1932-07-31,A207.1932-07-31,2,0,1,23.232,23.232
INBOUND.1932-08-31,A207.1932-08-31,0,0,1,0.000,0.000
INBOUND.1932-08-31,A207.1932-08-31,1,0,1,10.120,10.120
INBOUND.1932-08-31,A207.1932-08-31,2,0,1,23.232,23.232
INBOUND.1932-09-30,A207.1932-09-30,0,0,1,0.000,0.000
INBOUND.1932-09-30,A207.1932-09-30,1,0,1,0.000,0.000
INBOUND.1932-09-30,A207.1932-09-30,2,0,1,21.567,21.567
A207.1931-10-31,HU207.1931-10-31,0,0.00000,1.00900,0.000,1000000000000
A207.1931-11-30,HU207.1931-11-30,0,0.00000,1.00900,0.000,1000000000000
A207.1931-12-31,HU207.1931-12-31,0,0.00000,1.00900,0.000,1000000000000
A207.1932-01-31,HU207.1932-01-31,0,0.00000,1.00900,0.000,1000000000000
A207.1932-02-29,HU207.1932-02-29,0,0.00000,1.00900,0.000,1000000000000
A207.1932-03-31,HU207.1932-03-31,0,0.00000,1.00900,0.000,1000000000000
A207.1932-04-30,HU207.1932-04-30,0,0.00000,1.00900,0.000,1000000000000
A207.1932-05-31,HU207.1932-05-31,0,0.00000,1.00900,0.000,1000000000000
A207.1932-06-30,HU207.1932-06-30,0,0.00000,1.00900,0.000,1000000000000
A207.1932-07-31,HU207.1932-07-31,0,0.00000,1.00900,0.000,1000000000000
A207.1932-08-31,HU207.1932-08-31,0,0.00000,1.00900,0.000,1000000000000
A207.1932-09-30,HU207.1932-09-30,0,0.00000,1.00900,0.000,1000000000000
C104.1931-10-31,C105.1931-10-31,0,0.00000,1.00000,0.000,1000000000000
C104.1931-11-30,C105.1931-11-30,0,0.00000,1.00000,0.000,1000000000000
C104.1931-12-31,C105.1931-12-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-01-31,C105.1932-01-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-02-29,C105.1932-02-29,0,0.00000,1.00000,0.000,1000000000000
C104.1932-03-31,C105.1932-03-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-04-30,C105.1932-04-30,0,0.00000,1.00000,0.000,1000000000000
C104.1932-05-31,C105.1932-05-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-06-30,C105.1932-06-30,0,0.00000,1.00000,0.000,1000000000000
C104.1932-07-31,C105.1932-07-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-08-31,C105.1932-08-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-09-30,C105.1932-09-30,0,0.00000,1.00000,0.000,1000000000000
C104.1931-10-31,D44.1931-10-31,0,0.00000,1.00000,0.000,1000000000000
C104.1931-11-30,D44.1931-11-30,0,0.00000,1.00000,0.000,1000000000000
C104.1931-12-31,D44.1931-12-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-01-31,D44.1932-01-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-02-29,D44.1932-02-29,0,0.00000,1.00000,0.000,1000000000000
C104.1932-03-31,D44.1932-03-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-04-30,D44.1932-04-30,0,0.00000,1.00000,0.000,1000000000000
C104.1932-05-31,D44.1932-05-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-06-30,D44.1932-06-30,0,0.00000,1.00000,0.000,1000000000000
C104.1932-07-31,D44.1932-07-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-08-31,D44.1932-08-31,0,0.00000,1.00000,0.000,1000000000000
C104.1932-09-30,D44.1932-09-30,0,0.00000,1.00000,0.000,1000000000000
OUTBOUND.1931-10-31,SINK,0,0,1,0,1000000000000
C105.1931-10-31,OUTBOUND.1931-10-31,0,0,1,0.000,0.000
OUTBOUND.1931-11-30,SINK,0,0,1,0,1000000000000
C105.1931-11-30,OUTBOUND.1931-11-30,0,0,1,0.000,0.000
OUTBOUND.1931-12-31,SINK,0,0,1,0,1000000000000
C105.1931-12-31,OUTBOUND.1931-12-31,0,0,1,9.500,9.500
OUTBOUND.1932-01-31,SINK,0,0,1,0,1000000000000
C105.1932-01-31,OUTBOUND.1932-01-31,0,0,1,9.500,9.500
OUTBOUND.1932-02-29,SINK,0,0,1,0,1000000000000
C105.1932-02-29,OUTBOUND.1932-02-29,0,0,1,0.000,0.000
OUTBOUND.1932-03-31,SINK,0,0,1,0,1000000000000
C105.1932-03-31,OUTBOUND.1932-03-31,0,0,1,0.000,0.000
OUTBOUND.1932-04-30,SINK,0,0,1,0,1000000000000
C105.1932-04-30,OUTBOUND.1932-04-30,0,0,1,0.000,0.000
OUTBOUND.1932-05-31,SINK,0,0,1,0,1000000000000
C105.1932-05-31,OUTBOUND.1932-05-31,0,0,1,0.000,0.000
OUTBOUND.1932-06-30,SINK,0,0,1,0,1000000000000
C105.1932-06-30,OUTBOUND.1932-06-30,0,0,1,0.000,0.000
OUTBOUND.1932-07-31,SINK,0,0,1,0,1000000000000
C105.1932-07-31,OUTBOUND.1932-07-31,0,0,1,0.000,0.000
OUTBOUND.1932-08-31,SINK,0,0,1,0,1000000000000
C105.1932-08-31,OUTBOUND.1932-08-31,0,0,1,0.000,0.000
OUTBOUND.1932-09-30,SINK,0,0,1,0,1000000000000
C105.1932-09-30,OUTBOUND.1932-09-30,0,0,1,0.000,0.000
C105.1931-10-31,WTP204.1931-10-31,0,45.00000,1.00000,0.000,2.500
C105.1931-11-30,WTP204.1931-11-30,0,45.00000,1.00000,0.000,2.400
C105.1931-12-31,WTP204.1931-12-31,0,45.00000,1.00000,0.000,2.500
C105.1932-01-31,WTP204.1932-01-31,0,45.00000,1.00000,0.000,2.500
C105.1932-02-29,WTP204.1932-02-29,0,45.00000,1.00000,0.000,2.200
C105.1932-03-31,WTP204.1932-03-31,0,45.00000,1.00000,0.000,2.500
C105.1932-04-30,WTP204.1932-04-30,0,45.00000,1.00000,0.000,2.400
C105.1932-05-31,WTP204.1932-05-31,0,45.00000,1.00000,0.000,2.500
C105.1932-06-30,WTP204.1932-06-30,0,45.00000,1.00000,0.000,2.400
C105.1932-07-31,WTP204.1932-07-31,0,45.00000,1.00000,0.000,2.500
C105.1932-08-31,WTP204.1932-08-31,0,45.00000,1.00000,0.000,2.500
C105.1932-09-30,WTP204.1932-09-30,0,45.00000,1.00000,0.000,2.400
INBOUND.1931-10-31,C16.1931-10-31,0,0,1,0.000,0.000
C16.1931-10-31,OUTBOUND.1931-10-31,0,0,1,0.000,0.000
INBOUND.1931-11-30,C16.1931-11-30,0,0,1,0.000,0.000
C16.1931-11-30,OUTBOUND.1931-11-30,0,0,1,0.000,0.000
INBOUND.1931-12-31,C16.1931-12-31,0,0,1,0.000,0.000
C16.1931-12-31,OUTBOUND.1931-12-31,0,0,1,0.000,0.000
INBOUND.1932-01-31,C16.1932-01-31,0,0,1,0.000,0.000
C16.1932-01-31,OUTBOUND.1932-01-31,0,0,1,0.000,0.000
INBOUND.1932-02-29,C16.1932-02-29,0,0,1,0.000,0.000
C16.1932-02-29,OUTBOUND.1932-02-29,0,0,1,0.000,0.000
INBOUND.1932-03-31,C16.1932-03-31,0,0,1,0.000,0.000
C16.1932-03-31,OUTBOUND.1932-03-31,0,0,1,0.000,0.000
INBOUND.1932-04-30,C16.1932-04-30,0,0,1,0.000,0.000
C16.1932-04-30,OUTBOUND.1932-04-30,0,0,1,0.000,0.000
INBOUND.1932-05-31,C16.1932-05-31,0,0,1,0.000,0.000
C16.1932-05-31,OUTBOUND.1932-05-31,0,0,1,0.000,0.000
INBOUND.1932-06-30,C16.1932-06-30,0,0,1,14.548,14.548
C16.1932-06-30,OUTBOUND.1932-06-30,0,0,1,14.548,14.548
INBOUND.1932-07-31,C16.1932-07-31,0,0,1,37.808,37.808
C16.1932-07-31,OUTBOUND.1932-07-31,0,0,1,37.808,37.808
INBOUND.1932-08-31,C16.1932-08-31,0,0,1,0.000,0.000
C16.1932-08-31,OUTBOUND.1932-08-31,0,0,1,0.000,0.000
INBOUND.1932-09-30,C16.1932-09-30,0,0,1,0.000,0.000
C16.1932-09-30,OUTBOUND.1932-09-30,0,0,1,0.000,0.000
C16.1931-10-31,C20.1931-10-31,0,0.00000,1.00000,0.000,1000000000000
C16.1931-11-30,C20.1931-11-30,0,0.00000,1.00000,0.000,1000000000000
C16.1931-12-31,C20.1931-12-31,0,0.00000,1.00000,0.000,1000000000000
C16.1932-01-31,C20.1932-01-31,0,0.00000,1.00000,0.000,1000000000000
C16.1932-02-29,C20.1932-02-29,0,0.00000,1.00000,0.000,1000000000000
C16.1932-03-31,C20.1932-03-31,0,0.00000,1.00000,0.000,1000000000000
C16.1932-04-30,C20.1932-04-30,0,0.00000,1.00000,0.000,1000000000000
C16.1932-05-31,C20.1932-05-31,0,0.00000,1.00000,0.000,1000000000000
C16.1932-06-30,C20.1932-06-30,0,0.00000,1.00000,0.000,1000000000000
C16.1932-07-31,C20.1932-07-31,0,0.00000,1.00000,0.000,1000000000000
C16.1932-08-31,C20.1932-08-31,0,0.00000,1.00000,0.000,1000000000000
C16.1932-09-30,C20.1932-09-30,0,0.00000,1.00000,0.000,1000000000000
C173.1931-10-31,OUTBOUND.1931-10-31,0,0,1,0.000,0.000
C173.1931-11-30,OUTBOUND.1931-11-30,0,0,1,0.000,0.000
C173.1931-12-31,OUTBOUND.1931-12-31,0,0,1,0.000,0.000
C173.1932-01-31,OUTBOUND.1932-01-31,0,0,1,0.000,0.000
C173.1932-02-29,OUTBOUND.1932-02-29,0,0,1,0.000,0.000
C173.1932-03-31,OUTBOUND.1932-03-31,0,0,1,0.000,0.000
C173.1932-04-30,OUTBOUND.1932-04-30,0,0,1,0.000,0.000
C173.1932-05-31,OUTBOUND.1932-05-31,0,0,1,0.000,0.000
C173.1932-06-30,OUTBOUND.1932-06-30,0,0,1,0.000,0.000
C173.1932-07-31,OUTBOUND.1932-07-31,0,0,1,0.000,0.000
C173.1932-08-31,OUTBOUND.1932-08-31,0,0,1,0.000,0.000
C173.1932-09-30,OUTBOUND.1932-09-30,0,0,1,0.000,0.000
C173.1931-10-31,HSU207C173.1931-10-31,0,0.00000,1.00000,0.000,6.700
C173.1931-11-30,HSU207C173.1931-11-30,0,0.00000,1.00000,0.000,6.700
C173.1931-12-31,HSU207C173.1931-12-31,0,0.00000,1.00000,0.000,6.700
C173.1932-01-31,HSU207C173.1932-01-31,0,0.00000,1.00000,0.000,6.700
C173.1932-02-29,HSU207C173.1932-02-29,0,0.00000,1.00000,0.000,6.700
C173.1932-03-31,HSU207C173.1932-03-31,0,0.00000,1.00000,0.000,6.700
C173.1932-04-30,HSU207C173.1932-04-30,0,0.00000,1.00000,0.000,6.700
C173.1932-05-31,HSU207C173.1932-05-31,0,0.00000,1.00000,0.000,6.700
C173.1932-06-30,HSU207C173.1932-06-30,0,0.00000,1.00000,0.000,6.700
C173.1932-07-31,HSU207C173.1932-07-31,0,0.00000,1.00000,0.000,6.700
C173.1932-08-31,HSU207C173.1932-08-31,0,0.00000,1.00000,0.000,6.700
C173.1932-09-30,HSU207C173.1932-09-30,0,0.00000,1.00000,0.000,6.700
C173.1931-10-31,WTP207.1931-10-31,0,45.00000,1.00000,0.000,0.000
C173.1931-11-30,WTP207.1931-11-30,0,45.00000,1.00000,0.000,0.000
C173.1931-12-31,WTP207.1931-12-31,0,45.00000,1.00000,0.000,0.000
C173.1932-01-31,WTP207.1932-01-31,0,45.00000,1.00000,0.000,0.000
C173.1932-02-29,WTP207.1932-02-29,0,45.00000,1.00000,0.000,0.000
C173.1932-03-31,WTP207.1932-03-31,0,45.00000,1.00000,0.000,0.000
C173.1932-04-30,WTP207.1932-04-30,0,45.00000,1.00000,0.000,0.000
C173.1932-05-31,WTP207.1932-05-31,0,45.00000,1.00000,0.000,0.000
C173.1932-06-30,WTP207.1932-06-30,0,45.00000,1.00000,0.000,0.000
C173.1932-07-31,WTP207.1932-07-31,0,45.00000,1.00000,0.000,0.000
C173.1932-08-31,WTP207.1932-08-31,0,45.00000,1.00000,0.000,0.000
C173.1932-09-30,WTP207.1932-09-30,0,45.00000,1.00000,0.000,0.000
INBOUND.1931-10-31,C18.1931-10-31,0,0,1,0.000,0.000
INBOUND.1931-10-31,C18.1931-10-31,1,0,1,0.000,0.000
INBOUND.1931-11-30,C18.1931-11-30,0,0,1,21.397,21.397
INBOUND.1931-11-30,C18.1931-11-30,1,0,1,0.003,0.003
INBOUND.1931-12-31,C18.1931-12-31,0,0,1,19.900,19.900
INBOUND.1931-12-31,C18.1931-12-31,1,0,1,0.000,0.000
INBOUND.1932-01-31,C18.1932-01-31,0,0,1,43.564,43.564
INBOUND.1932-01-31,C18.1932-01-31,1,0,1,0.003,0.003
INBOUND.1932-02-29,C18.1932-02-29,0,0,1,28.211,28.211
INBOUND.1932-02-29,C18.1932-02-29,1,0,1,0.084,0.084
INBOUND.1932-03-31,C18.1932-03-31,0,0,1,4.821,4.821
INBOUND.1932-03-31,C18.1932-03-31,1,0,1,0.423,0.423
INBOUND.1932-04-30,C18.1932-04-30,0,0,1,3.153,3.153
INBOUND.1932-04-30,C18.1932-04-30,1,0,1,0.887,0.887
INBOUND.1932-05-31,C18.1932-05-31,0,0,1,2.880,2.880
INBOUND.1932-05-31,C18.1932-05-31,1,0,1,1.065,1.065
INBOUND.1932-06-30,C18.1932-06-30,0,0,1,1.710,1.710
INBOUND.1932-06-30,C18.1932-06-30,1,0,1,1.196,1.196
INBOUND.1932-07-31,C18.1932-07-31,0,0,1,2.403,2.403
INBOUND.1932-07-31,C18.1932-07-31,1,0,1,0.927,0.927
INBOUND.1932-08-31,C18.1932-08-31,0,0,1,3.064,3.064
INBOUND.1932-08-31,C18.1932-08-31,1,0,1,0.353,0.353
INBOUND.1932-09-30,C18.1932-09-30,0,0,1,0.646,0.646
INBOUND.1932-09-30,C18.1932-09-30,1,0,1,0.178,0.178
C18.1931-10-31,C20.1931-10-31,0,0.00000,1.00000,0.000,1000000000000
C18.1931-11-30,C20.1931-11-30,0,0.00000,1.00000,0.000,1000000000000
C18.1931-12-31,C20.1931-12-31,0,0.00000,1.00000,0.000,1000000000000
C18.1932-01-31,C20.1932-01-31,0,0.00000,1.00000,0.000,1000000000000
C18.1932-02-29,C20.1932-02-29,0,0.00000,1.00000,0.000,1000000000000
C18.1932-03-31,C20.1932-03-31,0,0.00000,1.00000,0.000,1000000000000
C18.1932-04-30,C20.1932-04-30,0,0.00000,1.00000,0.000,1000000000000
C18.1932-05-31,C20.1932-05-31,0,0.00000,1.00000,0.000,1000000000000
C18.1932-06-30,C20.1932-06-30,0,0.00000,1.00000,0.000,1000000000000
C18.1932-07-31,C20.1932-07-31,0,0.00000,1.00000,0.000,1000000000000
C18.1932-08-31,C20.1932-08-31,0,0.00000,1.00000,0.000,1000000000000
C18.1932-09-30,C20.1932-09-30,0,0.00000,1.00000,0.000,1000000000000
INBOUND.1931-10-31,C19.1931-10-31,0,0,1,7.390,7.390
C19.1931-10-31,OUTBOUND.1931-10-31,0,0,1,7.390,7.390
INBOUND.1931-11-30,C19.1931-11-30,0,0,1,7.390,7.390
C19.1931-11-30,OUTBOUND.1931-11-30,0,0,1,7.390,7.390
INBOUND.1931-12-31,C19.1931-12-31,0,0,1,9.492,9.492
C19.1931-12-31,OUTBOUND.1931-12-31,0,0,1,7.390,7.390
INBOUND.1932-01-31,C19.1932-01-31,0,0,1,7.390,7.390
C19.1932-01-31,OUTBOUND.1932-01-31,0,0,1,7.390,7.390
INBOUND.1932-02-29,C19.1932-02-29,0,0,1,7.390,7.390
C19.1932-02-29,OUTBOUND.1932-02-29,0,0,1,7.390,7.390
INBOUND.1932-03-31,C19.1932-03-31,0,0,1,7.390,7.390
C19.1932-03-31,OUTBOUND.1932-03-31,0,0,1,7.390,7.390
INBOUND.1932-04-30,C19.1932-04-30,0,0,1,7.390,7.390
C19.1932-04-30,OUTBOUND.1932-04-30,0,0,1,7.390,7.390
INBOUND.1932-05-31,C19.1932-05-31,0,0,1,33.085,33.085
C19.1932-05-31,OUTBOUND.1932-05-31,0,0,1,33.085,33.085
INBOUND.1932-06-30,C19.1932-06-30,0,0,1,50.290,50.290
C19.1932-06-30,OUTBOUND.1932-06-30,0,0,1,50.290,50.290
INBOUND.1932-07-31,C19.1932-07-31,0,0,1,50.290,50.290
C19.1932-07-31,OUTBOUND.1932-07-31,0,0,1,50.290,50.290
INBOUND.1932-08-31,C19.1932-08-31,0,0,1,40.532,40.532
C19.1932-08-31,OUTBOUND.1932-08-31,0,0,1,40.532,40.532
INBOUND.1932-09-30,C19.1932-09-30,0,0,1,7.390,7.390
C19.1932-09-30,OUTBOUND.1932-09-30,0,0,1,7.390,7.390
C19.1931-10-31,C20.1931-10-31,0,0.00000,1.00000,0.000,1000000000000
C19.1931-11-30,C20.1931-11-30,0,0.00000,1.00000,0.000,1000000000000
C19.1931-12-31,C20.1931-12-31,0,0.00000,1.00000,0.000,1000000000000
C19.1932-01-31,C20.1932-01-31,0,0.00000,1.00000,0.000,1000000000000
C19.1932-02-29,C20.1932-02-29,0,0.00000,1.00000,0.000,1000000000000
C19.1932-03-31,C20.1932-03-31,0,0.00000,1.00000,0.000,1000000000000
C19.1932-04-30,C20.1932-04-30,0,0.00000,1.00000,0.000,1000000000000
C19.1932-05-31,C20.1932-05-31,0,0.00000,1.00000,0.000,1000000000000
C19.1932-06-30,C20.1932-06-30,0,0.00000,1.00000,0.000,1000000000000
C19.1932-07-31,C20.1932-07-31,0,0.00000,1.00000,0.000,1000000000000
C19.1932-08-31,C20.1932-08-31,0,0.00000,1.00000,0.000,1000000000000
C19.1932-09-30,C20.1932-09-30,0,0.00000,1.00000,0.000,1000000000000
SINK.1931-10-31,SINK,0,0,1,0,1000000000000
C20.1931-10-31,SINK.1931-10-31,0,0.00000,1.00000,0.000,0.000
SINK.1931-11-30,SINK,0,0,1,0,1000000000000
C20.1931-11-30,SINK.1931-11-30,0,0.00000,1.00000,0.000,0.000
SINK.1931-12-31,SINK,0,0,1,0,1000000000000
C20.1931-12-31,SINK.1931-12-31,0,0.00000,1.00000,0.000,0.000
SINK.1932-01-31,SINK,0,0,1,0,1000000000000
C20.1932-01-31,SINK.1932-01-31,0,0.00000,1.00000,0.000,0.000
SINK.1932-02-29,SINK,0,0,1,0,1000000000000
C20.1932-02-29,SINK.1932-02-29,0,0.00000,1.00000,0.000,0.000
SINK.1932-03-31,SINK,0,0,1,0,1000000000000
C20.1932-03-31,SINK.1932-03-31,0,0.00000,1.00000,0.000,0.000
SINK.1932-04-30,SINK,0,0,1,0,1000000000000
C20.1932-04-30,SINK.1932-04-30,0,0.00000,1.00000,0.000,0.000
SINK.1932-05-31,SINK,0,0,1,0,1000000000000
C20.1932-05-31,SINK.1932-05-31,0,0.00000,1.00000,0.000,0.000
SINK.1932-06-30,SINK,0,0,1,0,1000000000000
C20.1932-06-30,SINK.1932-06-30,0,0.00000,1.00000,0.000,0.000
SINK.1932-07-31,SINK,0,0,1,0,1000000000000
C20.1932-07-31,SINK.1932-07-31,0,0.00000,1.00000,0.000,0.000
SINK.1932-08-31,SINK,0,0,1,0,1000000000000
C20.1932-08-31,SINK.1932-08-31,0,0.00000,1.00000,0.000,0.000
SINK.1932-09-30,SINK,0,0,1,0,1000000000000
C20.1932-09-30,SINK.1932-09-30,0,0.00000,1.00000,0.000,0.000
C20.1931-10-31,D55.1931-10-31,0,0.00000,1.00000,2.635,2.635
C20.1931-11-30,D55.1931-11-30,0,0.00000,1.00000,2.800,2.800
C20.1931-12-31,D55.1931-12-31,0,0.00000,1.00000,83.400,83.400
C20.1932-01-31,D55.1932-01-31,0,0.00000,1.00000,0.000,0.000
C20.1932-02-29,D55.1932-02-29,0,0.00000,1.00000,0.483,0.483
C20.1932-03-31,D55.1932-03-31,0,0.00000,1.00000,0.412,0.412
C20.1932-04-30,D55.1932-04-30,0,0.00000,1.00000,5.507,5.507
C20.1932-05-31,D55.1932-05-31,0,0.00000,1.00000,4.301,4.301
C20.1932-06-30,D55.1932-06-30,0,0.00000,1.00000,3.945,3.945
C20.1932-07-31,D55.1932-07-31,0,0.00000,1.00000,2.906,2.906
C20.1932-08-31,D55.1932-08-31,0,0.00000,1.00000,3.330,3.330
C20.1932-09-30,D55.1932-09-30,0,0.00000,1.00000,3.417,3.417
INBOUND.1931-10-31,C67.1931-10-31,0,0,1,298.437,298.437
C67.1931-10-31,OUTBOUND.1931-10-31,0,0,1,0.000,0.000
C67.1931-10-31,OUTBOUND.1931-10-31,1,0,1,0.000,0.000
INBOUND.1931-11-30,C67.1931-11-30,0,0,1,268.221,268.221
C67.1931-11-30,OUTBOUND.1931-11-30,0,0,1,0.000,0.000
C67.1931-11-30,OUTBOUND.1931-11-30,1,0,1,0.000,0.000
INBOUND.1931-12-31,C67.1931-12-31,0,0,1,790.567,790.567
C67.1931-12-31,OUTBOUND.1931-12-31,0,0,1,0.318,0.318
C67.1931-12-31,OUTBOUND.1931-12-31,1,0,1,0.000,0.000
INBOUND.1932-01-31,C67.1932-01-31,0,0,1,1182.235,1182.235
C67.1932-01-31,OUTBOUND.1932-01-31,0,0,1,0.000,0.000
C67.1932-01-31,OUTBOUND.1932-01-31,1,0,1,0.000,0.000
INBOUND.1932-02-29,C67.1932-02-29,0,0,1,641.975,641.975
C67.1932-02-29,OUTBOUND.1932-02-29,0,0,1,0.000,0.000
C67.1932-02-29,OUTBOUND.1932-02-29,1,0,1,0.000,0.000
INBOUND.1932-03-31,C67.1932-03-31,0,0,1,867.015,867.015
C67.1932-03-31,OUTBOUND.1932-03-31,0,0,1,0.000,0.000
C67.1932-03-31,OUTBOUND.1932-03-31,1,0,1,0.000,0.000
INBOUND.1932-04-30,C67.1932-04-30,0,0,1,830.384,830.384
C67.1932-04-30,OUTBOUND.1932-04-30,0,0,1,0.000,0.000
C67.1932-04-30,OUTBOUND.1932-04-30,1,0,1,0.000,0.000
INBOUND.1932-05-31,C67.1932-05-31,0,0,1,879.308,879.308
