link,i,j,k,cost,amplitude,lower_bound,upper_bound
INBOUND.1922-03-31_C67.1922-03-31_1,INBOUND.1922-03-31,C67.1922-03-31,1,0.0,1.0,1551.8929999999998,1551.8929999999998
INBOUND.1922-03-31_C67.1922-03-31_2,INBOUND.1922-03-31,C67.1922-03-31,2,1000000.0,1.0,1551.8929999999998,1000000000000.0
INBOUND.1922-03-31_D507.1922-03-31_0,INBOUND.1922-03-31,D507.1922-03-31,0,-1000000.0,1.0,0.0,1561.996
INBOUND.1922-03-31_D507.1922-03-31_1,INBOUND.1922-03-31,D507.1922-03-31,1,0.0,1.0,1561.996,1561.996
INBOUND.1922-03-31_D507.1922-03-31_2,INBOUND.1922-03-31,D507.1922-03-31,2,1000000.0,1.0,1561.996,1000000000000.0
INBOUND.1922-03-31_D509.1922-03-31_0,INBOUND.1922-03-31,D509.1922-03-31,0,-1000000.0,1.0,0.0,0.892
INBOUND.1922-03-31_D509.1922-03-31_1,INBOUND.1922-03-31,D509.1922-03-31,1,0.0,1.0,0.892,0.892
INBOUND.1922-03-31_D509.1922-03-31_2,INBOUND.1922-03-31,D509.1922-03-31,2,1000000.0,1.0,0.892,1000000000000.0
INBOUND.1922-03-31_D517.1922-03-31_0,INBOUND.1922-03-31,D517.1922-03-31,0,-1000000.0,1.0,0.0,110.288
INBOUND.1922-03-31_D517.1922-03-31_1,INBOUND.1922-03-31,D517.1922-03-31,1,0.0,1.0,110.288,110.288
INBOUND.1922-03-31_D517.1922-03-31_2,INBOUND.1922-03-31,D517.1922-03-31,2,1000000.0,1.0,110.288,1000000000000.0
INBOUND.1922-03-31_HGR08.1922-03-31_0,INBOUND.1922-03-31,HGR08.1922-03-31,0,-1000000.0,1.0,0.0,0.006
INBOUND.1922-03-31_HGR08.1922-03-31_1,INBOUND.1922-03-31,HGR08.1922-03-31,1,0.0,1.0,0.006,0.006
INBOUND.1922-03-31_HGR08.1922-03-31_2,INBOUND.1922-03-31,HGR08.1922-03-31,2,1000000.0,1.0,0.006,1000000000000.0
INBOUND.1922-03-31_WTP205.1922-03-31_0,INBOUND.1922-03-31,WTP205.1922-03-31,0,-1000000.0,1.0,0.0,12.640999999999998
INBOUND.1922-03-31_WTP205.1922-03-31_1,INBOUND.1922-03-31,WTP205.1922-03-31,1,0.0,1.0,12.640999999999998,12.640999999999998
INBOUND.1922-03-31_WTP205.1922-03-31_2,INBOUND.1922-03-31,WTP205.1922-03-31,2,1000000.0,1.0,12.640999999999998,1000000000000.0
INBOUND.1922-03-31_WWP210.1922-03-31_0,INBOUND.1922-03-31,WWP210.1922-03-31,0,-1000000.0,1.0,0.0,3.772
INBOUND.1922-03-31_WWP210.1922-03-31_1,INBOUND.1922-03-31,WWP210.1922-03-31,1,0.0,1.0,3.772,3.772
INBOUND.1922-03-31_WWP210.1922-03-31_2,INBOUND.1922-03-31,WWP210.1922-03-31,2,1000000.0,1.0,3.772,1000000000000.0
INBOUND.1922-04-30_A204.1922-04-30_0,INBOUND.1922-04-30,A204.1922-04-30,0,-1000000.0,1.0,0.0,31.68
INBOUND.1922-04-30_A204.1922-04-30_1,INBOUND.1922-04-30,A204.1922-04-30,1,0.0,1.0,31.68,31.68
INBOUND.1922-04-30_A204.1922-04-30_2,INBOUND.1922-04-30,A204.1922-04-30,2,1000000.0,1.0,31.68,1000000000000.0
INBOUND.1922-04-30_A207.1922-04-30_0,INBOUND.1922-04-30,A207.1922-04-30,0,-1000000.0,1.0,0.0,33.352999999999994
INBOUND.1922-04-30_A207.1922-04-30_1,INBOUND.1922-04-30,A207.1922-04-30,1,0.0,1.0,33.352999999999994,33.352999999999994
INBOUND.1922-04-30_A207.1922-04-30_2,INBOUND.1922-04-30,A207.1922-04-30,2,1000000.0,1.0,33.352999999999994,1000000000000.0
INBOUND.1922-04-30_C16.1922-04-30_0,INBOUND.1922-04-30,C16.1922-04-30,0,-1000000.0,1.0,0.0,0.0
INBOUND.1922-04-30_C16.1922-04-30_1,INBOUND.1922-04-30,C16.1922-04-30,1,0.0,1.0,0.0,0.0
INBOUND.1922-04-30_C16.1922-04-30_2,INBOUND.1922-04-30,C16.1922-04-30,2,1000000.0,1.0,0.0,1000000000000.0
INBOUND.1922-04-30_C18.1922-04-30_0,INBOUND.1922-04-30,C18.1922-04-30,0,-1000000.0,1.0,0.0,4.04
INBOUND.1922-04-30_C18.1922-04-30_1,INBOUND.1922-04-30,C18.1922-04-30,1,0.0,1.0,4.04,4.04
INBOUND.1922-04-30_C18.1922-04-30_2,INBOUND.1922-04-30,C18.1922-04-30,2,1000000.0,1.0,4.04,1000000000000.0
INBOUND.1922-04-30_C19.1922-04-30_0,INBOUND.1922-04-30,C19.1922-04-30,0,-1000000.0,1.0,0.0,7.39
INBOUND.1922-04-30_C19.1922-04-30_1,INBOUND.1922-04-30,C19.1922-04-30,1,0.0,1.0,7.39,7.39
INBOUND.1922-04-30_C19.1922-04-30_2,INBOUND.1922-04-30,C19.1922-04-30,2,1000000.0,1.0,7.39,1000000000000.0
INBOUND.1922-04-30_C67.1922-04-30_0,INBOUND.1922-04-30,C67.1922-04-30,0,-1000000.0,1.0,0.0,1134.883
INBOUND.1922-04-30_C67.1922-04-30_1,INBOUND.1922-04-30,C67.1922-04-30,1,0.0,1.0,1134.883,1134.883
INBOUND.1922-04-30_C67.1922-04-30_2,INBOUND.1922-04-30,C67.1922-04-30,2,1000000.0,1.0,1134.883,1000000000000.0
INBOUND.1922-04-30_D507.1922-04-30_0,INBOUND.1922-04-30,D507.1922-04-30,0,-1000000.0,1.0,0.0,1265.796
INBOUND.1922-04-30_D507.1922-04-30_1,INBOUND.1922-04-30,D507.1922-04-30,1,0.0,1.0,1265.796,1265.796
INBOUND.1922-04-30_D507.1922-04-30_2,INBOUND.1922-04-30,D507.1922-04-30,2,1000000.0,1.0,1265.796,1000000000000.0
INBOUND.1922-04-30_D509.1922-04-30_0,INBOUND.1922-04-30,D509.1922-04-30,0,-1000000.0,1.0,0.0,8.246
INBOUND.1922-04-30_D509.1922-04-30_1,INBOUND.1922-04-30,D509.1922-04-30,1,0.0,1.0,8.246,8.246
INBOUND.1922-04-30_D509.1922-04-30_2,INBOUND.1922-04-30,D509.1922-04-30,2,1000000.0,1.0,8.246,1000000000000.0
INBOUND.1922-04-30_D517.1922-04-30_0,INBOUND.1922-04-30,D517.1922-04-30,0,-1000000.0,1.0,0.0,96.039
INBOUND.1922-04-30_D517.1922-04-30_1,INBOUND.1922-04-30,D517.1922-04-30,1,0.0,1.0,96.039,96.039
INBOUND.1922-04-30_D517.1922-04-30_2,INBOUND.1922-04-30,D517.1922-04-30,2,1000000.0,1.0,96.039,1000000000000.0
INBOUND.1922-04-30_HGR08.1922-04-30_0,INBOUND.1922-04-30,HGR08.1922-04-30,0,-1000000.0,1.0,0.0,0.011
INBOUND.1922-04-30_HGR08.1922-04-30_1,INBOUND.1922-04-30,HGR08.1922-04-30,1,0.0,1.0,0.011,0.011
INBOUND.1922-04-30_HGR08.1922-04-30_2,INBOUND.1922-04-30,HGR08.1922-04-30,2,1000000.0,1.0,0.011,1000000000000.0
INBOUND.1922-04-30_WTP205.1922-04-30_0,INBOUND.1922-04-30,WTP205.1922-04-30,0,-1000000.0,1.0,0.0,15.619000000000002
INBOUND.1922-04-30_WTP205.1922-04-30_1,INBOUND.1922-04-30,WTP205.1922-04-30,1,0.0,1.0,15.619000000000002,15.619000000000002
INBOUND.1922-04-30_WTP205.1922-04-30_2,INBOUND.1922-04-30,WTP205.1922-04-30,2,1000000.0,1.0,15.619000000000002,1000000000000.0
INBOUND.1922-04-30_WWP210.1922-04-30_0,INBOUND.1922-04-30,WWP210.1922-04-30,0,-1000000.0,1.0,0.0,3.772
INBOUND.1922-04-30_WWP210.1922-04-30_1,INBOUND.1922-04-30,WWP210.1922-04-30,1,0.0,1.0,3.772,3.772
INBOUND.1922-04-30_WWP210.1922-04-30_2,INBOUND.1922-04-30,WWP210.1922-04-30,2,1000000.0,1.0,3.772,1000000000000.0
INBOUND.1922-05-31_A204.1922-05-31_0,INBOUND.1922-05-31,A204.1922-05-31,0,-1000000.0,1.0,0.0,31.68
INBOUND.1922-05-31_A204.1922-05-31_1,INBOUND.1922-05-31,A204.1922-05-31,1,0.0,1.0,31.68,31.68
INBOUND.1922-05-31_A204.1922-05-31_2,INBOUND.1922-05-31,A204.1922-05-31,2,1000000.0,1.0,31.68,1000000000000.0
INBOUND.1922-05-31_A207.1922-05-31_0,INBOUND.1922-05-31,A207.1922-05-31,0,-1000000.0,1.0,0.0,33.352
INBOUND.1922-05-31_A207.1922-05-31_1,INBOUND.1922-05-31,A207.1922-05-31,1,0.0,1.0,33.352,33.352
INBOUND.1922-05-31_A207.1922-05-31_2,INBOUND.1922-05-31,A207.1922-05-31,2,1000000.0,1.0,33.352,1000000000000.0
INBOUND.1922-05-31_C16.1922-05-31_0,INBOUND.1922-05-31,C16.1922-05-31,0,-1000000.0,1.0,0.0,25.695
INBOUND.1922-05-31_C16.1922-05-31_1,INBOUND.1922-05-31,C16.1922-05-31,1,0.0,1.0,25.695,25.695
INBOUND.1922-05-31_C16.1922-05-31_2,INBOUND.1922-05-31,C16.1922-05-31,2,1000000.0,1.0,25.695,1000000000000.0
INBOUND.1922-05-31_C18.1922-05-31_0,INBOUND.1922-05-31,C18.1922-05-31,0,-1000000.0,1.0,0.0,3.945
INBOUND.1922-05-31_C18.1922-05-31_1,INBOUND.1922-05-31,C18.1922-05-31,1,0.0,1.0,3.945,3.945
INBOUND.1922-05-31_C18.1922-05-31_2,INBOUND.1922-05-31,C18.1922-05-31,2,1000000.0,1.0,3.945,1000000000000.0
INBOUND.1922-05-31_C19.1922-05-31_0,INBOUND.1922-05-31,C19.1922-05-31,0,-1000000.0,1.0,0.0,7.39
INBOUND.1922-05-31_C19.1922-05-31_1,INBOUND.1922-05-31,C19.1922-05-31,1,0.0,1.0,7.39,7.39
INBOUND.1922-05-31_C19.1922-05-31_2,INBOUND.1922-05-31,C19.1922-05-31,2,1000000.0,1.0,7.39,1000000000000.0
INBOUND.1922-05-31_C67.1922-05-31_0,INBOUND.1922-05-31,C67.1922-05-31,0,-1000000.0,1.0,0.0,1884.324
INBOUND.1922-05-31_C67.1922-05-31_1,INBOUND.1922-05-31,C67.1922-05-31,1,0.0,1.0,1884.324,1884.324
INBOUND.1922-05-31_C67.1922-05-31_2,INBOUND.1922-05-31,C67.1922-05-31,2,1000000.0,1.0,1884.324,1000000000000.0
INBOUND.1922-05-31_D507.1922-05-31_0,INBOUND.1922-05-31,D507.1922-05-31,0,-1000000.0,1.0,0.0,95.368
INBOUND.1922-05-31_D507.1922-05-31_1,INBOUND.1922-05-31,D507.1922-05-31,1,0.0,1.0,95.368,95.368
INBOUND.1922-05-31_D507.1922-05-31_2,INBOUND.1922-05-31,D507.1922-05-31,2,1000000.0,1.0,95.368,1000000000000.0
INBOUND.1922-05-31_D509.1922-05-31_0,INBOUND.1922-05-31,D509.1922-05-31,0,-1000000.0,1.0,0.0,2111.735
INBOUND.1922-05-31_D509.1922-05-31_1,INBOUND.1922-05-31,D509.1922-05-31,1,0.0,1.0,2111.735,2111.735
INBOUND.1922-05-31_D509.1922-05-31_2,INBOUND.1922-05-31,D509.1922-05-31,2,1000000.0,1.0,2111.735,1000000000000.0
INBOUND.1922-05-31_D517.1922-05-31_0,INBOUND.1922-05-31,D517.1922-05-31,0,-1000000.0,1.0,0.0,98.382
INBOUND.1922-05-31_D517.1922-05-31_1,INBOUND.1922-05-31,D517.1922-05-31,1,0.0,1.0,98.382,98.382
INBOUND.1922-05-31_D517.1922-05-31_2,INBOUND.1922-05-31,D517.1922-05-31,2,1000000.0,1.0,98.382,1000000000000.0
INBOUND.1922-05-31_HGR08.1922-05-31_0,INBOUND.1922-05-31,HGR08.1922-05-31,0,-1000000.0,1.0,0.0,0.013
INBOUND.1922-05-31_HGR08.1922-05-31_1,INBOUND.1922-05-31,HGR08.1922-05-31,1,0.0,1.0,0.013,0.013
INBOUND.1922-05-31_HGR08.1922-05-31_2,INBOUND.1922-05-31,HGR08.1922-05-31,2,1000000.0,1.0,0.013,1000000000000.0
INBOUND.1922-05-31_WTP205.1922-05-31_0,INBOUND.1922-05-31,WTP205.1922-05-31,0,-1000000.0,1.0,0.0,17.367
INBOUND.1922-05-31_WTP205.1922-05-31_1,INBOUND.1922-05-31,WTP205.1922-05-31,1,0.0,1.0,17.367,17.367
INBOUND.1922-05-31_WTP205.1922-05-31_2,INBOUND.1922-05-31,WTP205.1922-05-31,2,1000000.0,1.0,17.367,1000000000000.0
INBOUND.1922-05-31_WWP210.1922-05-31_0,INBOUND.1922-05-31,WWP210.1922-05-31,0,-1000000.0,1.0,0.0,3.772
INBOUND.1922-05-31_WWP210.1922-05-31_1,INBOUND.1922-05-31,WWP210.1922-05-31,1,0.0,1.0,3.772,3.772
INBOUND.1922-05-31_WWP210.1922-05-31_2,INBOUND.1922-05-31,WWP210.1922-05-31,2,1000000.0,1.0,3.772,1000000000000.0
INBOUND.1922-06-30_A204.1922-06-30_0,INBOUND.1922-06-30,A204.1922-06-30,0,-1000000.0,1.0,0.0,31.68
INBOUND.1922-06-30_A204.1922-06-30_1,INBOUND.1922-06-30,A204.1922-06-30,1,0.0,1.0,31.68,31.68
INBOUND.1922-06-30_A204.1922-06-30_2,INBOUND.1922-06-30,A204.1922-06-30,2,1000000.0,1.0,31.68,1000000000000.0
INBOUND.1922-06-30_A207.1922-06-30_0,INBOUND.1922-06-30,A207.1922-06-30,0,-1000000.0,1.0,0.0,33.352
INBOUND.1922-06-30_A207.1922-06-30_1,INBOUND.1922-06-30,A207.1922-06-30,1,0.0,1.0,33.352,33.352
INBOUND.1922-06-30_A207.1922-06-30_2,INBOUND.1922-06-30,A207.1922-06-30,2,1000000.0,1.0,33.352,1000000000000.0
INBOUND.1922-06-30_C16.1922-06-30_0,INBOUND.1922-06-30,C16.1922-06-30,0,-1000000.0,1.0,0.0,38.5
INBOUND.1922-06-30_C16.1922-06-30_1,INBOUND.1922-06-30,C16.1922-06-30,1,0.0,1.0,38.5,38.5
INBOUND.1922-06-30_C16.1922-06-30_2,INBOUND.1922-06-30,C16.1922-06-30,2,1000000.0,1.0,38.5,1000000000000.0
INBOUND.1922-06-30_C18.1922-06-30_0,INBOUND.1922-06-30,C18.1922-06-30,0,-1000000.0,1.0,0.0,2.906
INBOUND.1922-06-30_C18.1922-06-30_1,INBOUND.1922-06-30,C18.1922-06-30,1,0.0,1.0,2.906,2.906
INBOUND.1922-06-30_C18.1922-06-30_2,INBOUND.1922-06-30,C18.1922-06-30,2,1000000.0,1.0,2.906,1000000000000.0
INBOUND.1922-06-30_C19.1922-06-30_0,INBOUND.1922-06-30,C19.1922-06-30,0,-1000000.0,1.0,0.0,26.338
INBOUND.1922-06-30_C19.1922-06-30_1,INBOUND.1922-06-30,C19.1922-06-30,1,0.0,1.0,26.338,26.338
INBOUND.1922-06-30_C19.1922-06-30_2,INBOUND.1922-06-30,C19.1922-06-30,2,1000000.0,1.0,26.338,1000000000000.0
INBOUND.1922-06-30_C67.1922-06-30_0,INBOUND.1922-06-30,C67.1922-06-30,0,-1000000.0,1.0,0.0,1317.061
INBOUND.1922-06-30_C67.1922-06-30_1,INBOUND.1922-06-30,C67.1922-06-30,1,0.0,1.0,1317.061,1317.061
INBOUND.1922-06-30_C67.1922-06-30_2,INBOUND.1922-06-30,C67.1922-06-30,2,1000000.0,1.0,1317.061,1000000000000.0
INBOUND.1922-06-30_D507.1922-06-30_0,INBOUND.1922-06-30,D507.1922-06-30,0,-1000000.0,1.0,0.0,1780.86
INBOUND.1922-06-30_D507.1922-06-30_1,INBOUND.1922-06-30,D507.1922-06-30,1,0.0,1.0,1780.86,1780.86
INBOUND.1922-06-30_D507.1922-06-30_2,INBOUND.1922-06-30,D507.1922-06-30,2,1000000.0,1.0,1780.86,1000000000000.0
INBOUND.1922-06-30_D509.1922-06-30_0,INBOUND.1922-06-30,D509.1922-06-30,0,-1000000.0,1.0,0.0,30.208000000000002
INBOUND.1922-06-30_D509.1922-06-30_1,INBOUND.1922-06-30,D509.1922-06-30,1,0.0,1.0,30.208000000000002,30.208000000000002
INBOUND.1922-06-30_D509.1922-06-30_2,INBOUND.1922-06-30,D509.1922-06-30,2,1000000.0,1.0,30.208000000000002,1000000000000.0
INBOUND.1922-06-30_D517.1922-06-30_0,INBOUND.1922-06-30,D517.1922-06-30,0,-1000000.0,1.0,0.0,63.964
INBOUND.1922-06-30_D517.1922-06-30_1,INBOUND.1922-06-30,D517.1922-06-30,1,0.0,1.0,63.964,63.964
INBOUND.1922-06-30_D517.1922-06-30_2,INBOUND.1922-06-30,D517.1922-06-30,2,1000000.0,1.0,63.964,1000000000000.0
INBOUND.1922-06-30_HGR08.1922-06-30_0,INBOUND.1922-06-30,HGR08.1922-06-30,0,-1000000.0,1.0,0.0,0.016
INBOUND.1922-06-30_HGR08.1922-06-30_1,INBOUND.1922-06-30,HGR08.1922-06-30,1,0.0,1.0,0.016,0.016
INBOUND.1922-06-30_HGR08.1922-06-30_2,INBOUND.1922-06-30,HGR08.1922-06-30,2,1000000.0,1.0,0.016,1000000000000.0
INBOUND.1922-06-30_WTP205.1922-06-30_0,INBOUND.1922-06-30,WTP205.1922-06-30,0,-1000000.0,1.0,0.0,17.707
INBOUND.1922-06-30_WTP205.1922-06-30_1,INBOUND.1922-06-30,WTP205.1922-06-30,1,0.0,1.0,17.707,17.707
INBOUND.1922-06-30_WTP205.1922-06-30_2,INBOUND.1922-06-30,WTP205.1922-06-30,2,1000000.0,1.0,17.707,1000000000000.0
INBOUND.1922-06-30_WWP210.1922-06-30_0,INBOUND.1922-06-30,WWP210.1922-06-30,0,-1000000.0,1.0,0.0,3.772
INBOUND.1922-06-30_WWP210.1922-06-30_1,INBOUND.1922-06-30,WWP210.1922-06-30,1,0.0,1.0,3.772,3.772
INBOUND.1922-06-30_WWP210.1922-06-30_2,INBOUND.1922-06-30,WWP210.1922-06-30,2,1000000.0,1.0,3.772,1000000000000.0
INBOUND.1922-07-31_A204.1922-07-31_0,INBOUND.1922-07-31,A204.1922-07-31,0,-1000000.0,1.0,0.0,31.68
INBOUND.1922-07-31_A204.1922-07-31_1,INBOUND.1922-07-31,A204.1922-07-31,1,0.0,1.0,31.68,31.68
INBOUND.1922-07-31_A204.1922-07-31_2,INBOUND.1922-07-31,A204.1922-07-31,2,1000000.0,1.0,31.68,1000000000000.0
INBOUND.1922-07-31_A207.1922-07-31_0,INBOUND.1922-07-31,A207.1922-07-31,0,-1000000.0,1.0,0.0,33.352
INBOUND.1922-07-31_A207.1922-07-31_1,INBOUND.1922-07-31,A207.1922-07-31,1,0.0,1.0,33.352,33.352
INBOUND.1922-07-31_A207.1922-07-31_2,INBOUND.1922-07-31,A207.1922-07-31,2,1000000.0,1.0,33.352,1000000000000.0
INBOUND.1922-07-31_C16.1922-07-31_0,INBOUND.1922-07-31,C16.1922-07-31,0,-1000000.0,1.0,0.0,38.5
INBOUND.1922-07-31_C16.1922-07-31_1,INBOUND.1922-07-31,C16.1922-07-31,1,0.0,1.0,38.5,38.5
INBOUND.1922-07-31_C16.1922-07-31_2,INBOUND.1922-07-31,C16.1922-07-31,2,1000000.0,1.0,38.5,1000000000000.0
INBOUND.1922-07-31_C18.1922-07-31_0,INBOUND.1922-07-31,C18.1922-07-31,0,-1000000.0,1.0,0.0,3.33
INBOUND.1922-07-31_C18.1922-07-31_1,INBOUND.1922-07-31,C18.1922-07-31,1,0.0,1.0,3.33,3.33
INBOUND.1922-07-31_C18.1922-07-31_2,INBOUND.1922-07-31,C18.1922-07-31,2,1000000.0,1.0,3.33,1000000000000.0
INBOUND.1922-07-31_C19.1922-07-31_0,INBOUND.1922-07-31,C19.1922-07-31,0,-1000000.0,1.0,0.0,49.598
INBOUND.1922-07-31_C19.1922-07-31_1,INBOUND.1922-07-31,C19.1922-07-31,1,0.0,1.0,49.598,49.598
INBOUND.1922-07-31_C19.1922-07-31_2,INBOUND.1922-07-31,C19.1922-07-31,2,1000000.0,1.0,49.598,1000000000000.0
INBOUND.1922-07-31_C67.1922-07-31_0,INBOUND.1922-07-31,C67.1922-07-31,0,-1000000.0,1.0,0.0,543.536
INBOUND.1922-07-31_C67.1922-07-31_1,INBOUND.1922-07-31,C67.1922-07-31,1,0.0,1.0,543.536,543.536
INBOUND.1922-07-31_C67.1922-07-31_2,INBOUND.1922-07-31,C67.1922-07-31,2,1000000.0,1.0,543.536,1000000000000.0
INBOUND.1922-07-31_D507.1922-07-31_0,INBOUND.1922-07-31,D507.1922-07-31,0,-1000000.0,1.0,0.0,537.518
INBOUND.1922-07-31_D507.1922-07-31_1,INBOUND.1922-07-31,D507.1922-07-31,1,0.0,1.0,537.518,537.518
INBOUND.1922-07-31_D507.1922-07-31_2,INBOUND.1922-07-31,D507.1922-07-31,2,1000000.0,1.0,537.518,1000000000000.0
INBOUND.1922-07-31_D509.1922-07-31_0,INBOUND.1922-07-31,D509.1922-07-31,0,-1000000.0,1.0,0.0,28.98
INBOUND.1922-07-31_D509.1922-07-31_1,INBOUND.1922-07-31,D509.1922-07-31,1,0.0,1.0,28.98,28.98
INBOUND.1922-07-31_D509.1922-07-31_2,INBOUND.1922-07-31,D509.1922-07-31,2,1000000.0,1.0,28.98,1000000000000.0
INBOUND.1922-07-31_D517.1922-07-31_0,INBOUND.1922-07-31,D517.1922-07-31,0,-1000000.0,1.0,0.0,147.369
INBOUND.1922-07-31_D517.1922-07-31_1,INBOUND.1922-07-31,D517.1922-07-31,1,0.0,1.0,147.369,147.369
INBOUND.1922-07-31_D517.1922-07-31_2,INBOUND.1922-07-31,D517.1922-07-31,2,1000000.0,1.0,147.369,1000000000000.0
INBOUND.1922-07-31_HGR08.1922-07-31_0,INBOUND.1922-07-31,HGR08.1922-07-31,0,-1000000.0,1.0,0.0,0.015
INBOUND.1922-07-31_HGR08.1922-07-31_1,INBOUND.1922-07-31,HGR08.1922-07-31,1,0.0,1.0,0.015,0.015
INBOUND.1922-07-31_HGR08.1922-07-31_2,INBOUND.1922-07-31,HGR08.1922-07-31,2,1000000.0,1.0,0.015,1000000000000.0
INBOUND.1922-07-31_WTP205.1922-07-31_0,INBOUND.1922-07-31,WTP205.1922-07-31,0,-1000000.0,1.0,0.0,17.707
INBOUND.1922-07-31_WTP205.1922-07-31_1,INBOUND.1922-07-31,WTP205.1922-07-31,1,0.0,1.0,17.707,17.707
INBOUND.1922-07-31_WTP205.1922-07-31_2,INBOUND.1922-07-31,WTP205.1922-07-31,2,1000000.0,1.0,17.707,1000000000000.0
INBOUND.1922-07-31_WWP210.1922-07-31_0,INBOUND.1922-07-31,WWP210.1922-07-31,0,-1000000.0,1.0,0.0,3.772
INBOUND.1922-07-31_WWP210.1922-07-31_1,INBOUND.1922-07-31,WWP210.1922-07-31,1,0.0,1.0,3.772,3.772
INBOUND.1922-07-31_WWP210.1922-07-31_2,INBOUND.1922-07-31,WWP210.1922-07-31,2,1000000.0,1.0,3.772,1000000000000.0
INBOUND.1922-08-31_A204.1922-08-31_0,INBOUND.1922-08-31,A204.1922-08-31,0,-1000000.0,1.0,0.0,3.7489999999999997
INBOUND.1922-08-31_A204.1922-08-31_1,INBOUND.1922-08-31,A204.1922-08-31,1,0.0,1.0,3.7489999999999997,3.7489999999999997
INBOUND.1922-08-31_A204.1922-08-31_2,INBOUND.1922-08-31,A204.1922-08-31,2,1000000.0,1.0,3.7489999999999997,1000000000000.0
INBOUND.1922-08-31_A207.1922-08-31_0,INBOUND.1922-08-31,A207.1922-08-31,0,-1000000.0,1.0,0.0,33.352
INBOUND.1922-08-31_A207.1922-08-31_1,INBOUND.1922-08-31,A207.1922-08-31,1,0.0,1.0,33.352,33.352
INBOUND.1922-08-31_A207.1922-08-31_2,INBOUND.1922-08-31,A207.1922-08-31,2,1000000.0,1.0,33.352,1000000000000.0
INBOUND.1922-08-31_C16.1922-08-31_0,INBOUND.1922-08-31,C16.1922-08-31,0,-1000000.0,1.0,0.0,33.142
INBOUND.1922-08-31_C16.1922-08-31_1,INBOUND.1922-08-31,C16.1922-08-31,1,0.0,1.0,33.142,33.142
INBOUND.1922-08-31_C16.1922-08-31_2,INBOUND.1922-08-31,C16.1922-08-31,2,1000000.0,1.0,33.142,1000000000000.0
INBOUND.1922-08-31_C18.1922-08-31_0,INBOUND.1922-08-31,C18.1922-08-31,0,-1000000.0,1.0,0.0,3.417
INBOUND.1922-08-31_C18.1922-08-31_1,INBOUND.1922-08-31,C18.1922-08-31,1,0.0,1.0,3.417,3.417
INBOUND.1922-08-31_C18.1922-08-31_2,INBOUND.1922-08-31,C18.1922-08-31,2,1000000.0,1.0,3.417,1000000000000.0
INBOUND.1922-08-31_C19.1922-08-31_0,INBOUND.1922-08-31,C19.1922-08-31,0,-1000000.0,1.0,0.0,7.39
INBOUND.1922-08-31_C19.1922-08-31_1,INBOUND.1922-08-31,C19.1922-08-31,1,0.0,1.0,7.39,7.39
INBOUND.1922-08-31_C19.1922-08-31_2,INBOUND.1922-08-31,C19.1922-08-31,2,1000000.0,1.0,7.39,1000000000000.0
INBOUND.1922-08-31_C67.1922-08-31_0,INBOUND.1922-08-31,C67.1922-08-31,0,-1000000.0,1.0,0.0,672.3839999999999
INBOUND.1922-08-31_C67.1922-08-31_1,INBOUND.1922-08-31,C67.1922-08-31,1,0.0,1.0,672.3839999999999,672.3839999999999
INBOUND.1922-08-31_C67.1922-08-31_2,INBOUND.1922-08-31,C67.1922-08-31,2,1000000.0,1.0,672.3839999999999,1000000000000.0
INBOUND.1922-08-31_D507.1922-08-31_0,INBOUND.1922-08-31,D507.1922-08-31,0,-1000000.0,1.0,0.0,92.57
INBOUND.1922-08-31_D507.1922-08-31_1,INBOUND.1922-08-31,D507.1922-08-31,1,0.0,1.0,92.57,92.57
INBOUND.1922-08-31_D507.1922-08-31_2,INBOUND.1922-08-31,D507.1922-08-31,2,1000000.0,1.0,92.57,1000000000000.0
INBOUND.1922-08-31_D509.1922-08-31_0,INBOUND.1922-08-31,D509.1922-08-31,0,-1000000.0,1.0,0.0,227.98
INBOUND.1922-08-31_D509.1922-08-31_1,INBOUND.1922-08-31,D509.1922-08-31,1,0.0,1.0,227.98,227.98
INBOUND.1922-08-31_D509.1922-08-31_2,INBOUND.1922-08-31,D509.1922-08-31,2,1000000.0,1.0,227.98,1000000000000.0
INBOUND.1922-08-31_D517.1922-08-31_0,INBOUND.1922-08-31,D517.1922-08-31,0,-1000000.0,1.0,0.0,16.697
INBOUND.1922-08-31_D517.1922-08-31_1,INBOUND.1922-08-31,D517.1922-08-31,1,0.0,1.0,16.697,16.697
INBOUND.1922-08-31_D517.1922-08-31_2,INBOUND.1922-08-31,D517.1922-08-31,2,1000000.0,1.0,16.697,1000000000000.0
INBOUND.1922-08-31_HGR08.1922-08-31_0,INBOUND.1922-08-31,HGR08.1922-08-31,0,-1000000.0,1.0,0.0,0.012
INBOUND.1922-08-31_HGR08.1922-08-31_1,INBOUND.1922-08-31,HGR08.1922-08-31,1,0.0,1.0,0.012,0.012
INBOUND.1922-08-31_HGR08.1922-08-31_2,INBOUND.1922-08-31,HGR08.1922-08-31,2,1000000.0,1.0,0.012,1000000000000.0
INBOUND.1922-08-31_WTP205.1922-08-31_0,INBOUND.1922-08-31,WTP205.1922-08-31,0,-1000000.0,1.0,0.0,15.684
INBOUND.1922-08-31_WTP205.1922-08-31_1,INBOUND.1922-08-31,WTP205.1922-08-31,1,0.0,1.0,15.684,15.684
INBOUND.1922-08-31_WTP205.1922-08-31_2,INBOUND.1922-08-31,WTP205.1922-08-31,2,1000000.0,1.0,15.684,1000000000000.0
